Page ID,Page name,Disclaimer,Amount spent (BRL)
286861344662855,Stella Artois,Ambev,2294
301774903545521,Brasil Paralelo,Brasil Paralelo,1976
157964194719,Enel Clientes Brasil,Enel Brasil,1448
159103797542,Greenpeace Brasil,Greenpeace Brasil,1034
141627992572943,Budweiser,Ambev,955
1087471917938156,Sistema Fecomércio RJ,Fecomércio RJ,901
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,882
151461171594566,Oi,DREAMERS ROCK - RJ,777
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,631
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,491
188390951248730,Flup,Associação Cultural de Estudos Contemporâneos,485
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,405
1475834059299747,Rodrigo Amorim,Rodrigo Martins Pires De Amorim,318
432332470192505,Verônica Lima,Verônica dos Santos Lima,291
943043912517078,BV,BV,205
220898724599599,Ação da Cidadania,Ação da Cidadania,197
330379553673497,Oxfam Brasil,Oxfam Brasil,189
110629121846000,Musicon-events,Andre Santos,166
101189854802059,Revista Oeste,Revista Oeste,147
224777780881144,Visão Mundial,Visão Mundial,143
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,142
109918909035681,Cerveja Brahma Oficial,Ambev,134
139640876082234,Pés Sem Dor,These ads ran without a disclaimer,129
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,126
100987910054854,Aqui tudo é política,Higor Silva,105
258088921369,TOTVS,TOTVS,104
255804437808407,Vale,Gustavo Ferreira,103
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
943043912517078,BV,These ads ran without a disclaimer,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
189037821224252,Tvprefeito,Jardanes Francisco De Barros Oliveira,≤100
107094855482314,João Geraldes,Joao Victor Barros Geraldes,≤100
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,≤100
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,≤100
173044412815511,Marcelo Arar,Marcelo Arar,≤100
104738421003389,InvestNews BR,Easynvest,≤100
113165042099382,Brasil 61,Brasil 61,≤100
564150546986457,Dep Chiquinho Brazão,Joao Francisco Inacio Brazao,≤100
219825344705412,Deputado André Corrêa,André Correa,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
198849783539777,Buscofem,These ads ran without a disclaimer,≤100
465508674236677,Edmar Ptak,Edmar Ptak Guimaraes,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
105244735740745,Economiza Energia Solar,Leonardo Gomes Da Motta,≤100
197698930267127,Alana,Instituto Alana,≤100
290700375189858,Conselho Regional dos Técnicos Industriais do Rio de Janeiro,CONSELHO REGIONAL DOS TÉCNICOS INDUSTRIAIS DO ESTADO DO RIO DE JANEIRO,≤100
108174580813437,Fresh People,Press Pass,≤100
541601149678155,Ável,Ável Investimentos,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
132804480113814,PwC Brasil,Pedro Martins,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
1007185889378120,Igo Menezes,Igo Alencar De Menezes,≤100
133038303390133,Sicredi,These ads ran without a disclaimer,≤100
114960877015604,Hadassa Energia Solar,Leonardo Gomes Da Motta,≤100
103809779034193,Valeriote Cursos e Consultoria,Hamilton Machado Valeriote Junior,≤100
