Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,339
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
109652028193268,Revizije info,Revizije info,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
106460785543001,Business Ombudsman Initiative in BiH,West East Forum for Ethics and Compliance,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
147315858633088,Istinomjer,Istinomjer,≤100
107158445278300,ŽIVOT Stranka,Dražen Ivanović,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
197596636939679,tacno.net,Tacno.net,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
103934179010529,Travelerdoor- page 3,These ads ran without a disclaimer,≤100
102437165128755,Anel Ibeljić,Anel Ibeljic,≤100
102500518635499,ENTR en,These ads ran without a disclaimer,≤100
101432772170839,Playermaker,These ads ran without a disclaimer,≤100
101812251815461,Traveler Door - Magazine,These ads ran without a disclaimer,≤100
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100
108018775010647,Srebrenički.ba,Srebrenica.ba,≤100
964926116915133,"Cat Construction Europe, Middle East & Africa",These ads ran without a disclaimer,≤100
253427411376355,Institute of Science and Technology Austria - ISTA,These ads ran without a disclaimer,≤100
107753762060349,MAKE MDPI,These ads ran without a disclaimer,≤100
473561246005709,Мирко Буквић - Mirko Bukvić,Mirko Bukvić,≤100
107094724901503,Nenad Prodanović,Nenad Prodanovic,≤100
112724472142155,Pomak Bihać,Pokret za Modernu i Aktivnu Krajinu POMAK,≤100
337725349603704,Infohouse,Fondacija INFOHOUSE,≤100
284185892278,Iseljenicke price,These ads ran without a disclaimer,≤100
