Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,108225
175406365841914,Arnoldo Wiens,Global Agencia,91018
110447625137045,Pilar Callizo,PautaPY,49920
309537729651941,JuanMa Brunetti,Global Agencia,24911
286989224667281,Marito Abdo,Marca Py,20044
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,19534
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,17299
862862090459595,Seba Villarejo,Juan Sebastian Villarejo Velilla,14430
102266292553995,Sucia Política,Diego Ricardo Ramírez,12440
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,11546
199949073442305,Lilian Samaniego,Adventura,11131
1151984808290856,Hugo Portillo,Hugo Portillo,10046
106257452820864,Tito Saguier,Tito Saguier,9994
325540631525675,En La Tecla,En la Tecla,9914
532716330164048,Sole Núñez,Soledad Núñez,9016
102193762632115,Patricia dos Santos,Patricia Dos Santos,7215
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,7215
386081914814521,Martin Burt,Martin 2023,7215
132554373464255,La Nación,Nación Media,7215
2033757383511165,Mario Paz Castaing,Rocio Magali Moreno Vera,4898
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,4886
110311005122985,Guillermo Sosa,Guillermo Sosa,4752
299252357224023,Darío Filártiga Opción 23 Senado,Fiorella Maria Sanchez Capurro,4605
102467002671611,Jorge Heisecke,Jorge Heisecke,4443
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,3910
109071601870453,Leandro Prieto Ruiz,Leandro Jose Prieto Ruiz,3886
1098840566826770,Gral. Soto Estigarribia,Jeannette Cuevas,3634
104096115823278,Tomas Bittar Junta de Gobierno 2023-2028,Tomas Enrique Bittar Navarro,3132
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,3119
105386388829016,Martín Presidente,Hugo Ildefonso Espinola Ricardo,2854
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,2742
171222730424081,Michel Flores Fernández,Michel Patricio Flores Fernandez,2710
838018169889993,Fernando Ojeda,Fernando Ojeda,2593
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,2454
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,2326
220307198742892,Sebastian Cheba Remesowski,Victor Daniel Ibañez Miranda,2190
263037407490496,Édgar López Gobernador,Christian Guillermo Vazquez Sanchez,2122
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,2069
235526436573168,Ing. Eche Tu Diputado,Adalberto Pastor Echeverría Villasboa,1951
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,1923
279495618730067,MANUEL RADICE,Manuel Radice,1751
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,1586
299535480464229,Alejandro Rodriguez,Celso Alejandro Rodriguez Colman,1331
625431804238219,Elecciones,Elecciones,1311
371997603532027,Haciendo Lío,Enciso Rojas Roberto Daniel,1267
107326631853562,Hugo Sosa Pasmor,Maria Alejandra Correa Miño,1097
1377391305886530,Abog. Enmanuel Gini Orué,Hugo Emilio Caballero Chena,1090
105031404894363,Carlos Mercado Rotela,Daniel Elieser Mariño Suarez,1066
102316839215739,Hilda Ferras Candidato Político,Hilda Beatriz Arguello,1030
102584164871830,Rosana Niven,Denis Federico Encina Sanabria,946
105162875597097,Marcelo Bedoya Senador 2023,PLRA,876
105796025619350,Tati Giménez Diputado 2023,Patria Querida,800
107012315505583,Silvio Gabaglio Senador.,José Amarilla,746
952791584824124,Cristhian Ayala - Concejal Departamental Lista 3 opción 7,Miguel Lupiciano Cardozo Contrera,696
105545157610039,Euclides Acevedo,Euclides Roberto Acevedo Candia,692
107345678780633,Miguel Sosa Cabañas,Miguel Sosa Cabañas,678
401584390395153,Joselo Pereira,Joselo Pereira,635
1380412252091502,Honor Colorado - San Juan Btta.,Rosa Mariana Vargas Rojas,635
725834240910220,Noticiero Paraguay,Noticiero Paraguay,589
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,573
110491594962344,Manuel González Concejal 2023,Ana Gisell Bogado Miranda,540
359307964420456,Terere Cómplice,Meli Olavarrieta,483
164912600276129,HUGO,Hugo Ildefonso Espinola Ricardo,476
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,446
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,409
646939832039958,Hugo Ibarra - Diputado Nacional,Eladio Ortiz Gayoso,384
103429818624929,Edu Garay,Eduardo Garay,358
773720583042911,La Verdad Digital Noticias,La Verdad Digital Noticias,351
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,256
111001751686236,Marilda Alderete,José Del Carmen Alvarez Valdez,240
218029751909916,Periodico Mentor,José Del Carmen Alvarez Valdez,229
153958777947957,Paulo Reichardt,Paulo Reichardt,220
108824810612735,Ing. Jorge Palazón,Jorge Palazon,212
517426394969535,Ricardo Canese,Ricardo Canese,189
397788123735216,Pey Vargas,Pedro Jose Emmanuel Vargas Carnibella,170
104010555837250,Buenojarapy,Juan Ramon Bueno Jara,139
388077265097651,Romualdo Bogado,Romualdo Bogado Quiñonez,116
120061519391875,César Paredes,César Paredes,114
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,≤100
497878716894775,Jazmín Narváez,Mario Ruben Gomez Fanego,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
101875982054464,Tv Campo Py,Edgar Julian Boveda Alcaraz,≤100
109700221917436,Rodrigo Blanco Amarilla,Rodrigo Blanco Amarilla,≤100
113076301637874,Paul Servín-Concejal Departamental,Paul Augusto Servin Vazquez,≤100
101359268928132,Dr Juan Benitez,Juan Ramon Benitez Rios,≤100
102961601810205,ARA FM,Zunilda Ramona Yrala Lopez,≤100
106205982201348,Ernesto Concejal,Ernesto Daniel Mareco Martinez,≤100
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,≤100
109186175052605,Nito Chávez Diputado 2023,María Nelly Chavez Brizuela,≤100
461660720881072,José Rodríguez,Douglas Mateus Hendges,≤100
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,≤100
115692416547495,Jymmy Marconni Torales,Diego Arturo Aquino Montiel,≤100
109076095187370,Youthoppia,These ads ran without a disclaimer,≤100
106008797475136,Nicolás Verón,Gilberto Nicolas Veron Benitez,≤100
108232338616875,María Stela Invernizzi,Alejandro David Fernandez Silva,≤100
1094373423935985,German Solinger,Grissel Zárate Sotelo,≤100
100566575581065,Ing. Ramón Montanía,Ramón Montania Fernandez,≤100
1856745507987901,Dr. Guillermo Rodriguez Duré,Guille Rodriguez,≤100
1441704549436832,Regina Rios,Regina Rios Irala,≤100
