Page ID,Page name,Disclaimer,Amount spent (LBP)
112056958469490,SPI Lebanon,SPI Lebanon,238806
1428873024044736,المدن - almodon,المدن - almodon‎,238806
1438703606372190,Elham Said Freiha,Elham Freiha,157164
104835305827330,العودة إلى فلسطين,Hala Mohammed Zahwy,104478
101985661610385,Annahar Al Arabi,Annahar Al Arabi,74627
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,44776
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,44776
2082052578716332,محمد شفيق حمود,Arab Window,44776
104918301844248,Project Watan LB,Project Watan,44776
117345834653901,This is Beirut,Jad Najm,31343
105319651353770,Jusur,Jusur,25970
1744356319118477,هنا لبنان,هنا لبنان,23582
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,14925
1012540132187376,Alafdal News الأفضل نيوز,These ads ran without a disclaimer,14925
101195012850076,مبادرة الدولة الديمقراطية الواحدة,مبادرة الدولة الديمقراطية الواحدة,14925
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,14925
2509759842418472,LebTalks,Lebtalks,10597
137195823051820,Maharat Foundation,Maharat Foundation,6866
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100
154029261310643,LADE,LADE,≤100
109278588419023,Fadi Nahas,Fadi Nahas,≤100
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,≤100
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
101821442049816,Hadath online,Wassim El Adhami,≤100
110470091436602,Ici Beyrouth,Ici beyrouth,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100
105179449143831,Smart Municipality,SMA,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
