Page ID,Page name,Disclaimer,Amount spent (THB)
100803923050176,Play two,These ads ran without a disclaimer,≤100
161651553861945,Amnesty International Thailand,Amnesty International Thailand,≤100
101504656149099,Peace Sasipatra  - พีซ ศศิร์ภัทรา,Peace Sasipatra  - พีซ ศศิร์ภัทรา,≤100
266172157730,คนค้นฅน,คนค้นฅน,≤100
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,≤100
114880611473754,Nutri Diabet Gold - เเพจจำหน่ายนมไทยแท้,These ads ran without a disclaimer,≤100
101769612689689,Emperor CASH,These ads ran without a disclaimer,≤100
106664485191987,EDGE Invest,EDGE Invest,≤100
328155490638364,Manchester.menswear,These ads ran without a disclaimer,≤100
546416699215073,ห้องสื่อครูคอม,Krisada Khamma,≤100
115286638116036,Klam-pu story,These ads ran without a disclaimer,≤100
372491272866498,Otpthailand,Otpthailand,≤100
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Suksan Booran,≤100
105141228004788,Beadsdebeads,These ads ran without a disclaimer,≤100
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,≤100
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,≤100
110325275488,efinanceThai,efinanceThai,≤100
1551751431783222,The Momentum,The Momentum,≤100
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,Thanachit Phraemuang,≤100
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,≤100
365923533756876,Kleens อกไก่ปั่น,สันตยุต ทองวิลาศ,≤100
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,≤100
106457681384251,ที่ดินแบ่งขายเชียงใหม่ราคาเบาเบา,These ads ran without a disclaimer,≤100
107612328588715,The Voters,สันติสุข กาญจนประกร,≤100
174674890018644,นายเดชอิศม์ ขาวทอง นายกชาย,Phetai Sretrairat,≤100
109316932096944,ดร.พร้อมพงศ์ นพฤทธิ์ - Dr.Prompong Nopparit,Prompong Nopparit,≤100
103424271193720,โคมคำหัตถศิลป์ - ขายฉัตร ฉัตรพระ สัปทน โคมไฟ พุ่มดอกไม้เงิน พุ่มดอกไม้ทอง,These ads ran without a disclaimer,≤100
100761582502948,จารุพล เรืองสุวรรณ - อาจารย์จา,Charupol Ruangsuwan,≤100
1595307734031783,Satira,These ads ran without a disclaimer,≤100
118509901245255,สำนักงานอธิการบดี ม.ราชภัฏสุรินทร์,These ads ran without a disclaimer,≤100
110766468644579,อนันต์ ปรีดาสุทธิจิตต์,ณัฐกวิน ปรีดาสุทธิจิตต์,≤100
114914794432449,กฎหมายใช้สอบราชการ by Æ+,กฎหมายใช้สอบราชการ by Æ+,≤100
197893846914616,"NIA : National Innovation Agency, Thailand",These ads ran without a disclaimer,≤100
113928876645146,Innovation Thailand,These ads ran without a disclaimer,≤100
106804542303183,สำนักงานกฎหมายทนายใหญ่,สำนักงานกฎหมายทนายใหญ่,≤100
108150678969568,Manchester Cty Store Fans,These ads ran without a disclaimer,≤100
105456325915084,ชั้นวางรองเท้า สไตล์มินิมอล,These ads ran without a disclaimer,≤100
105711950893323,The Modernist,บริษัท โอพีเนียน มีเดีย จำกัด,≤100
110153031947440,Sunthorn Chaikaew Rongnual,These ads ran without a disclaimer,≤100
1176359702374365,Startup Thailand,These ads ran without a disclaimer,≤100
1176359702374365,Startup Thailand,These ads ran without a disclaimer,≤100
100149912406577,ป ร ะ มู ล เ สื้ อ,These ads ran without a disclaimer,≤100
152665702176493,Ringsideการเมือง,Ringsideการเมือง,≤100
110592245387350,High end Sportswear,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
