Page ID,Page name,Disclaimer,Amount spent (JPY)
1904070096535109,スマート選挙,株式会社センキョ,968
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,630
475681929154100,国連UNHCR協会,国連UNHCR協会,258
2191273960909166,前小山町長　込山正秀後援会,前小山町長　込山正秀後援会,124
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,≤100
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,≤100
103914976352692,選挙ドットコム,イチニ株式会社,≤100
450923665041182,めちゃコミック（めちゃコミ）,These ads ran without a disclaimer,≤100
738107079610782,Yomjom,These ads ran without a disclaimer,≤100
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,≤100
100687931838617,工務店ミュージアム,These ads ran without a disclaimer,≤100
1407941346087379,自民党遊説局,自民党遊説局,≤100
108303615385711,Long Tokyo Hỗ Trợ Đăng Kí Điện Thoại Tại Nhật Bản,These ads ran without a disclaimer,≤100
107190895491621,大富豪の投資術 Investment College,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,≤100
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100
