Page ID,Page name,Disclaimer,Amount spent (PLN)
698495676960463,Błażej Poboży,Błażej Poboży,≤100
113143203693,Santander Bank Polska,Santander Bank Polska,≤100
271502918243,Polski Czerwony Krzyż (PCK),These ads ran without a disclaimer,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
165245993503617,Mercedes-Benz Polska,These ads ran without a disclaimer,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
725994874500554,Nasz Las Miejski Gajewo k.Giżycka,Adrian Andrzej Grzegorz,≤100
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
543228812481111,Donald Tusk,Platforma Obywatelska RP,≤100
1683534065241470,OKO.press,OKO.press,≤100
111517418540569,Sebastian Piasecki,Sebastian Piasecki,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,≤100
142614625077,WWF Polska,WWF Polska,≤100
391098174296294,Super Express,se.pl,≤100
50063176484,TVN24,TVN,≤100
2047620422187396,Anna Wojciechowska,Anna Wojciechowska,≤100
144808095552639,ING Polska,ING Polska,≤100
111778487054045,TOGETAIR,Kamil Magot,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,≤100
178362315106,European Parliament,European Parliament,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
111275624780972,Erase Indifference,Erase Indifference,≤100
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
106476565436217,Rafał Rybnik,Rafał Rybnik,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
409448322773622,Leszek Miller,Leszek Miller,≤100
