Page ID,Page name,Disclaimer,Amount spent (MXN)
109014064745197,Juventudesgto,Juventudesgto,7056
608771779295909,Estamos Unidos. Que siga López,Estamos Unidos. Que siga López,7052
108737448471399,Altavoz Web,Altavoz Web,6130
215155355246903,Francisco Cabeza De Vaca,Francisco Cabeza De Vaca,4330
110607145423901,Proyecto Transformación 2024,Proyecto Transformación 2024,3804
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,2666
386867534680369,Ernesto Prieto Ortega,Ernesto Prieto Ortega,2522
108819392526809,Partido Acción Nacional,Partido Acción Nacional,1748
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,1557
264773293005,Marko Cortés,Partido Acción Nacional,1478
120145884414301,MX Al Día,Mx Al Día,1366
437088163017257,Secretaría de Salud de Guanajuato,Secretaría de Salud de Guanajuato,1330
100300525338662,Javier Mendoza Márquez,Javier Mendoza Márquez,1294
163411220385285,PAN Guanajuato,PAN Guanajuato,1180
107793448707132,The Guardian Mexico,The Guardian Mexico,1166
284254418310797,Sapal León,Sapal León,1008
2441297875928215,Hazlo Viral GTO,Hazlo Viral GTO,881
237316300021978,Erandi Bermúdez,Erandi Bermúdez,868
124047777702377,Secretaría de Gobierno de Guanajuato,Secretaría de Gobierno de Guanajuato,836
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,690
222209577812067,UTNGDOLORESHIDALGO,Adsproject Media,680
378957422257023,Bealieversmx,Bealieversmx,609
400424903426385,SIMAPAG Guanajuato,Ads Project Media,563
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,559
56713285274,Greenpeace México,Greenpeace México,552
192366194179807,León Municipio,León Municipio,536
110401602060833,Noticias 32,Noticias32,468
120923597592109,Hoy Sí Mx,Consejo de la Comunicación,448
116013104730058,México en el Mundo.,México en el Mundo.,415
382938232545697,La Política Guanajuatense,La Política Guanajuatense,385
936003293273572,Nexo Político,Nexo Político,365
112430254900123,Tendencia MX,Octagono Creativo,348
115754618257305,Mx Al Instante,Mx Al Día,342
611053902572622,Focus Mx,Focus Mx,330
101267031439463,Voz de las Empresas,Consejo de la Comunicación,294
421877377878288,Municipio de Querétaro,Municipio de Querétaro,277
109634395756375,Save the Children México,Save the Children México,277
107446645712676,Liberador News,Liberador News,272
111064117402602,Redes ciudadanas,Redes Ciudadanas,243
1520610478183053,Badabun,Badabun,243
923633637651202,Morena Sí,Morena Sí,239
979768502162452,Itzel Balderas,Itzel Balderas,230
112524454757434,MX Informa,Mx Al Día,216
195400400486017,Antena San Luis,Antena San Luis S de RL de CV,192
1721294494766247,Samantha Smith,Samantha Smith,190
170761873343298,Tecutli Gómez,Tecutli Gomez,179
100106186455988,De Todo Noticias,De Todo Noticias,172
114249423327281,Los Reporteros MX,Los Reporteros MX,166
116847481435861,Bdr6,These ads ran without a disclaimer,166
103459741890046,Hades Aguilar,Hades Aguilar,165
102724752608138,Mexiquenses Unidos con Adán,Mexiquenses Unidos con Adán,153
174058432636166,El Deforma,El Deforma,151
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Estudios de Opinión Pública by Demoscopia Digital,145
105735142357697,Panistas por México,Panistas por México,140
102754002375215,Coordinacion Nacional de Becas para el Autoempleo,These ads ran without a disclaimer,137
149012365179945,Pelon Pelo Rico,These ads ran without a disclaimer,135
254852601222832,Cemex México,CEMEX México,133
135355559809749,Partido Verde Guanajuato,Partido Verde Ecologista de México en Guanajuato,128
2818718441534332,Es de política mexicana,Es de Política Mexicana,118
103765739476671,Alza La Voz Política,Alza La Voz Política,116
122404620204,Oxfam México,OXFAM MEXICO AC,114
225805635710,Eduardo Verastegui,Eduardo Verastegui,114
48966795116,Amnistía Internacional México,Amnistía Internacional México,107
323319651067985,Monitor Nacional,Monitor Nacional,105
104680124489636,Demoscopia Digital,Demoscopia Digital,104
113500061787353,Créditos Vía Nómina,Créditos Vía Nómina,103
102141682723260,Panistas con Jorge,Panistas con Jorge Romero,101
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
886749764841114,TECNM campus Guanajuato,AdsProject Media,≤100
109926551951416,UNNA_Infancia,UNNA_Infancia,≤100
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,≤100
675581639228532,Germán Cervantes Vega,Germán Cervantes Vega,≤100
904619292907245,Enfoque EiM Noticias Ags,Enfoque EiM Noticias Ags,≤100
133478060111915,Cemex Impacto Social,CEMEX México,≤100
105680459199480,La Nueva Nota,La Nueva Nota,≤100
1237318119755394,POPLabMx,POPLab Laboratorio de Periodismo y Opinión Pública,≤100
830719066962585,Goyo Mendoza,Goyo Mendoza,≤100
100794729777667,La otra Cara de México,La Otra Cara de México,≤100
112193307898373,Electoralia Veracruz,Electoralia Veracruz,≤100
317044798793227,Tribunal Estatal Electoral de Guanajuato,Tribunal Estatal Electoral de Guanajuato,≤100
978024885551039,Vox Populi Gto,Vox Populi Gto,≤100
108691922194941,Convocatorias 2023B,Convocatorias 2023,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
289568107808375,UVEG Universidad Virtual del Estado de Guanajuato,Ads Project Media,≤100
351692528718078,GobernArte,GobernArte,≤100
213693228664478,Cámara de Diputados - H. Congreso de la Unión,Camara de Diputados - H. congreso de la unión,≤100
110480358797556,Defendiendo México,Defendiendo México,≤100
503029186533760,Osoigo México,Osoigo México,≤100
121434724708770,Turismo León,Turismo León,≤100
237670222924527,SABES Bachillerato y Universidad en Guanajuato,SABES Bachillerato y Universidad en Guanajuato,≤100
239726076054918,Partido del Trabajo México,Partido del Trabajo México,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
102571299059219,Centro de Desarrollo y Actualización de Competencias,Centro de Desarrollo y Actualización de Competencias,≤100
103318515925385,Informe Regio,informe Regio,≤100
103169108800942,Andrea Tovar,Andrea Tovar Saavedra,≤100
378783752182669,Casa de Apoyo a la Mujer,Hot Marketing,≤100
105126410860106,Capacitación Superior,These ads ran without a disclaimer,≤100
101128435630238,Química y Formulación,Química y Formulación,≤100
327902495249040,Ignacio Loyola Vera,Ink Wonders,≤100
182252948625872,Los Rescatadores,"Refleacciona con Responsabilidad, A.C.",≤100
