Page ID,Page name,Disclaimer,Amount spent (BRL)
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,1069
301774903545521,Brasil Paralelo,Brasil Paralelo,351
255504581501394,Adriane Lopes,Adriane Lopes,239
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,229
1452476871646616,Diário MS News 2,Diário MS News,191
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,145
174471285940778,Nelson Trad Filho,Nelson Trad Filho,137
1608447079411218,Portal Concursos,PORTAL CURSOS PREPARATORIOS E OAB LTDA,112
102138423231691,Revista Semana Online,Revista Semana On,≤100
106177618923389,Uniodontoms,Uniodonto Mato Grosso do Sul,≤100
290773311288946,Chicão Vianna,Chicão Vianna,≤100
1435481140053748,L'Oréal Group,These ads ran without a disclaimer,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
104646521174665,Dr. Cassiano Maia,Cassiano Roja Maia,≤100
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,≤100
255804437808407,Vale,Vale,≤100
315163112003274,CNA Senar,These ads ran without a disclaimer,≤100
231970073519906,Prefeitura de Três Lagoas,Prefeitura de Três Lagoas,≤100
333720355130,Petrobras,Petrobras,≤100
465235726843103,Ambev,Ambev,≤100
104578449190247,Desenrola Brasil,Desenrola Brasil,≤100
111044017034665,Rádio Metropolitana Ms,Metropolitana MS,≤100
104625758942119,Siga Antenado,Siga Antenado,≤100
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,≤100
196638160529871,Sinait -  Sindicato Nacional dos Auditores Fiscais do Trabalho,Sinait -  Sindicato Nacional dos Auditores Fiscais do Trabalho,≤100
2419372891669210,MS em Brasília,MS em Brasília,≤100
198849783539777,Buscofem,Buscofem,≤100
799291570129827,Bruno Garschagen,Bruno Garschagen,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
128850220504786,UNICEF Brasil,UNICEF Brasil,≤100
102995612686119,Aparecida do Taboado Notícias,Aparecida do Taboado Notícias,≤100
107845274717885,Sidrolândia MS Notícias,Sidrolândia MS Notícias,≤100
342403925845001,Professor Rinaldo Modesto,Professor Rinaldo Modesto,≤100
