Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,21212
1428873024044736,المدن - almodon,المدن - almodon‎,7909
1680404738865135,Lebanon Elections إنتخابات لبنان,Lebanon Elections,5030
1438703606372190,Elham Said Freiha,Elham Freiha,4545
110470091436602,Ici Beyrouth,Ici beyrouth,3273
102023711572671,أساس ميديا -  Asas Media,asasmedia,3030
164472683608068,Act for the Disappeared,ACT for the Disappeared,3030
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,2091
104252028606448,صوت بنت جبيل,صوت بنت جبيل,1515
107698404702208,Alkalima,Alkalima Onlime,1515
106197498149118,لبنان الكبير,Grand Lebanon,1515
1744356319118477,هنا لبنان,هنا لبنان,1515
101985661610385,Annahar Al Arabi,Annahar Al Arabi,1515
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,227
105319651353770,Jusur,Jusur,≤100
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,≤100
100127203020362,Siyasiya,Michel Gedeon,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
204309706385271,Maharatnews,Maharat Foundation,≤100
109112633772887,180post,180Post,≤100
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,≤100
109661645323520,One Democratic State Initiative,These ads ran without a disclaimer,≤100
116407493525071,حفريات,These ads ran without a disclaimer,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
137195823051820,Maharat Foundation,Maharat Foundation,≤100
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,≤100
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
