Page ID,Page name,Disclaimer,Amount spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,369
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,280
126567104406,Hyresgästföreningen,Hyresgästföreningen,234
1847145068882499,Affärsverken,Affärsverken,226
608975645850217,Vattenfall,Vattenfall Sverige,211
151159271594797,Systembolaget,Systembolaget,184
161213770567846,Operation Smile Sverige,Operation Smile Sverige,166
72659261793,Rädda Barnen,Rädda Barnen,139
187832004591985,LO-distriktet i Småland och Blekinge,LO-distriktet i Småland och Blekinge,131
162985227114132,Skellefteå Kraft,Skellefteå Kraft,126
369582590803,Dagens ETC,ETC-tidningarna,121
180578795331360,Svenskt Näringsliv Blekinge,Svenskt Näringsliv,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,≤100
111630258867610,Röda Korset,Röda Korset,≤100
382243262003,Plan International Sverige,Plan International Sverige,≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
101341883359561,Matsmart Sverige,Matsmart,≤100
109886133732943,RESCUE - Sverige,RESCUE - Sverige,≤100
341237002630986,Karlshamns kommun,Karlshamns kommun,≤100
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
150057951690751,OKQ8,OKQ8,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
178362315106,European Parliament,European Parliament,≤100
95735961890,Greenpeace Sverige,Greenpeace Sverige,≤100
59324455950,UNICEF Sverige,UNICEF Sverige,≤100
643137272398136,Sverige för UNHCR,Sverige för UNHCR,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,≤100
98623096089,Lantmännen,Lantmännen,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
178193355556765,Nordström Assistans AB,Nordström Assistans AB,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
24574889995,Charlie Weimers MEP,Charlie Weimers MEP,≤100
