Page ID,Page name,Disclaimer,Amount spent (NOK)
10953652930,Høyre,Høyre,≤100
113384899919,Noregs Mållag,Noregs Mållag,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
108047825945595,NSR - Norgga Sámiid Riikkasearvi,NSR - Norgga Sámiid Riikkasearvi,≤100
305434298719,Norges Bondelag,Norges Bondelag,≤100
234659001772,Arbeiderpartiet,Arbeiderpartiet,≤100
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
