Page ID,Page name,Disclaimer,Amount spent (PLN)
176114889652,Kancelaria Premiera,Kancelaria Premiera,1497
106204692244510,Jigsaw Polska,Jigsaw,369
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,258
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,216
178362315106,European Parliament,European Parliament,121
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
95661128574,Radio ESKA,Radio ESKA,≤100
391098174296294,Super Express,se.pl,≤100
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,≤100
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,≤100
106645538927529,Da się.,Fundacja Archipelag Inicjatyw,≤100
142614625077,WWF Polska,WWF Polska,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
305950706802,Uniwersytet SWPS,Uniwersytet SWPS,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,≤100
1457085264508768,Michał Krawczyk - poseł na Sejm RP,Michał Krawczyk,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
250926873365,Komisja Europejska w Polsce,These ads ran without a disclaimer,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
654912251187357,Grupa PGE,Grupa PGE,≤100
67202672014,Fairtrade Polska,Fundacja „Koalicja Sprawiedliwego Handlu” Fairtrade Polska,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
108567461681538,"Polska Katolicka, nie Laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
311278685609822,Fundacja Centaurus,Fundacja Centaurus,≤100
1683534065241470,OKO.press,OKO.press,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
111762720487338,Laboratorium Wolności Religijnej,Fundacja Pro Futuro,≤100
50063176484,TVN24,TVN,≤100
157255317751718,Kancelaria Mentzen,Kancelaria Mentzen,≤100
134626909042,Stowarzyszenie Inwestorów Indywidualnych,Stowarzyszenie Inwestorów Indywidualnych,≤100
69153026654,Jerzy Buzek,Jerzy Buzek,≤100
105071188886373,SOS Rozwód,Fundacja Instytut Wiedzy o Rodzinie i Społeczeństwie ze środków Pełnomocnika Rządu ds. Demograficznych,≤100
868599633152789,Koncept - magazyn akademicki,Fundacja Inicjatyw Młodzieżowych,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,≤100
1826303394316871,Piotr Skarga - Kaznodzieja Narodu,Piotr Skarga - Kaznodzieja Narodu,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
170381900508432,Beata Kozik - Wiceprezydent Miasta Puławy,Beata Kozik,≤100
