Page ID,Page name,Disclaimer,Amount spent (BRL)
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,1570
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",161
112830251033781,Tiger,GRUPO HEINEKEN,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
465235726843103,Ambev,Ambev,≤100
1441794469233984,José Dias de Castro Neto,Jose Neto,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
333720355130,Petrobras,Petrobras,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
198849783539777,Buscofem,Buscofem,≤100
136984123032921,Mercedes-Benz Brasil,These ads ran without a disclaimer,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,≤100
152338908863109,William Dornela,William Dornela,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
180562885329138,g1 - O Portal de Notícias da globo,These ads ran without a disclaimer,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,≤100
518979194935306,Ismael Silva,Ismael Silva,≤100
337834286345988,Fundação Milton Campos,Fundação Milton Campos,≤100
541089776080092,Sanofi Brasil,Thaina Souza De Campos,≤100
109770755848061,Suzano,Suzano SA,≤100
976751672410356,José Hélio Oliveira,Jose Helio De Carvalho Oliveira,≤100
100338052176648,"Apufpr Chapa 1 - Unidade, Democracia e Luta",APUFPR Chapa 1,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
110210900521484,Alan Brandão,Alan Brandão,≤100
1695544247372940,Dr. Francisco,Dr Francisco Costa,≤100
201878973201295,Republicanos10,Republicanos10,≤100
1779918118791799,Teresa Britto,Teresa Britto,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
103825251214817,Zé Filho,Jose Alves De Sousa Filho,≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
196791070788913,Robson Zanetti Advogado,Robson Zanetti,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
224021551012451,Gerando Falcões,Gerando Falcões,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
364736787037906,Professor João Paulo Oliveira,Professor João Paulo Oliveira,≤100
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,≤100
1746222495610114,Prof. Karine Waldrich,Karine Waldrich,≤100
102105385178631,Prefeitura de Quirinópolis,Prefeitura de Quirinópolis,≤100
108015435927747,FAS - Fundação Amazônia Sustentável,Fundação Amazonia Sustentável,≤100
197698930267127,Alana,Instituto Alana,≤100
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,≤100
223004697754861,Paulinho da Força,Paulinho da Força,≤100
100553136170825,Fena Saude,Fena Saude,≤100
258088921369,TOTVS,TOTVS,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
2544666325578449,Eleja.se,Eleja.se,≤100
169103077072461,Podium 360,These ads ran without a disclaimer,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
101412615257831,Prefeitura de União - Piauí,These ads ran without a disclaimer,≤100
1686950021551901,Meio,Canal Meio S.A.,≤100
200145534070790,FEBRABAN - Federação Brasileira de Bancos,Febraban,≤100
1703010579956133,Eleições 2024 - Cursos Online,Curso Eleitoral,≤100
393466617381710,Vetor Brasil,Vetor Brasil,≤100
111326818564734,Projeto Opaoma,Camila Capel,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
170166996524709,Orlando Morando,Orlando Morando Junior,≤100
1931965243746616,Professora Rita Gonçalves,Inovart Cursos e Treinamentos,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
104738421003389,InvestNews BR,Nubank,≤100
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,≤100
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,≤100
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
218908215124901,"Coalizão Brasil Clima, Florestas e Agricultura",Coalizão Brasil Clima Florestas e Agricultura,≤100
204471080068623,Estratégia Saúde,Estratégia Concursos,≤100
410655005626777,Deputado Federal Lincoln Portela,Lincoln Portela,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
163893463708223,Marcelo Vitorino,IDP,≤100
110626955253340,Dr Evangelista Torquato,Dr Evangelista Torquato,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
114545680471703,Pedro Quintanilha - Mentalidade Empreendedora,Eduardo Lima Ferreira,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
109863098668466,Larissa Patos,These ads ran without a disclaimer,≤100
669131069828716,Gustavo Henrique,Gustavo Henrique Leite Feijo,≤100
104500818170928,Mariano Cabreira,Mariano Cabreira,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
101444375312574,Marco Soares,Marco Antonio Pinto Soares Junior,≤100
104161123005913,Fundação Tide Setubal,Fundação Tide Azevedo Setubal,≤100
1313633058744565,Impulsiona,Instituto Península,≤100
2209636419286152,Elismar Prado,Elismar Fernandes Prado,≤100
139007399495933,Fundação SOS Mata Atlântica,FUNDACAO S.O.S. PRO-MATA ATLANTICA,≤100
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,≤100
226121024066240,WRI Brasil,WRI Brasil,≤100
526405324195191,Programa Criança e Natureza,Instituto Alana,≤100
354492271804946,Associados Previ,These ads ran without a disclaimer,≤100
1024840290996769,Lucas Pimenta,Lucas Pimenta,≤100
106836261440976,Samuel Monte,Samuel Monte,≤100
107323178868695,LMI - Law Masters Institute,These ads ran without a disclaimer,≤100
1474026932838483,Ivana Bastos,Ivana Teixeira Bastos,≤100
107005872257009,wilson.prof,These ads ran without a disclaimer,≤100
998620913587874,TC,TC TRADERS CLUB SA,≤100
239977579362882,Blue3 Investimentos,Blue3 Investimentos,≤100
282802611759257,MidiaJur - Jornalismo Plural,Midiajur,≤100
179856875529257,Padre João,Candidato a deputado Federal Padre João,≤100
178056955572553,Baterias Moura,These ads ran without a disclaimer,≤100
103015684871449,Dr. Victor Linhalis,Victor Garozi Linhalis,≤100
106063862426200,nelsoncanedoadvogado,Nelson Canedo Motta,≤100
101933305564897,Promic,Riole,≤100
742859855830690,IRELGOV,IRELGOV,≤100
251235795032635,Itamar Borges,Itamar Borges,≤100
