Page ID,Page name,Disclaimer,Amount spent (MXN)
112436570506048,El Fuerte Campeche,EL FUERTE CAMPECHE,9694
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,749
264773293005,Marko Cortés,Marko Cortés,696
108819392526809,Partido Acción Nacional,Partido Acción Nacional,589
392117881331459,José Flores,José Luis Flores Pacheco,402
605875296741567,Movimiento Ciudadano Campeche Estatal,Hobbies Consultores,386
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,385
105758251882852,Daniel Barreda Pavón,EstretagiaCam,283
240598816013949,Erick  Reyes,Erick Reyes,259
149132555116580,Campeche.com.mx,Ignacio Del Angel Pech,241
156639921819,Gii360,Gii360,212
104520841303988,El Portal Champotón,El Portal Champoton,200
103503695464940,Ciudad del Carmen TV,Ciudad del Carmen TV,187
104800055232221,Electoralia,electoralia,161
277139103951,Dante Delgado,Movimiento Ciudadano,145
1447074275583162,Visión Política Noticias,Visión Política,144
100284049183600,Campeche Central,Campeche Central,139
1861550397441449,Revista32,Revista32,122
1288820221180692,Pepe Inurreta,Francisco Jose Inurreta Borges,116
527089334352864,Diana Aguilar Ruelas,DigitalMX,≤100
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,≤100
200670033854796,Jesus Aguilar Díaz “Chuy”,Digital Media,≤100
106809387739556,Calkinoticias,Calkini,≤100
1956702214559589,Celia Rodríguez,Celia Rodríguez,≤100
116300981407455,Pulso Guinda,pulsoguinda.com,≤100
102488789157664,Mtro. Abraham Izoteco Valle,Abraham Izoteco Valle,≤100
56713285274,Greenpeace México,Greenpeace México,≤100
101116288314135,Escárcega Noticias,Escarcega,≤100
102985162351719,Farmacia Dr. Eliseo Fernández Pérez,Farmacia Dr.Eliseo Fernández Pérez,≤100
133478060111915,CEMEX Impacto Social,CEMEX México,≤100
254852601222832,CEMEX México,CEMEX México,≤100
109004905332009,El corazón de la transformación,El corazón de la transformación,≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
264419680306008,Consejo de la Comunicación,Consejo de la Comunicación,≤100
108575570895919,Carmelitas al día,Carmelitas al día,≤100
105179348735917,Gestoría Social para el Bienestar,Luis Felipe Benitez Gomez,≤100
104065375986923,La Politigrería,Antonio Jair Diaz Calderon,≤100
100557755099985,Convocatorias 2023,Convocatorias 2023,≤100
116953997981866,Comisaría Municipal de Chiná,Comunidad Digital,≤100
103531945214366,Carlos Opengo,Marketing Innovacion,≤100
100327629549678,Transformando con Claudia,Transformando con Claudia,≤100
100928595695178,Mónica Fernández Montúfar,Redes Digitales,≤100
285058928236909,Mauricio Vila,Mauricio Vila,≤100
104878035898929,Requetemal,Resonancia Edo Mex,≤100
1545555582174942,TResearch,TResearch,≤100
117949723126225,Carmen Hernandez Mateo,Carmen Hernandez Mateo,≤100
463488603728926,Agenda Setting,Agenda Setting Diario,≤100
458859544909547,DICES,DICES,≤100
107479518820795,Corazón Guinda,corazonguinda.com,≤100
110995168602495,Así se Informa,Asi se Informa,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
117578037942108,Democracia Informada,https://democraciainformada.com/,≤100
109634395756375,Save the Children México,Save the Children México,≤100
106763384981876,La Prensa Mx,Maria Elena Reyes Garcia,≤100
196705420663884,Código Magenta,Código Magenta,≤100
336331806996086,Tsunami veracruzano,Tsunami veracruzano,≤100
195400400486017,Antena San Luis,Antena San Luis S de RL de CV,≤100
206579733449,Corona,These ads ran without a disclaimer,≤100
101671039450825,Noticias Sureste,Noticias Sureste,≤100
2307195646200863,Sin discriminación,Sin discriminación,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
114024430364416,YoXmx,Yoxmex,≤100
103821621408670,Programa en el Gobierno Mexicano Independiente,Edith Martinez Orta,≤100
233652128065243,Goberna México,Goberna Consultoría Política,≤100
110212481155139,El show de Nuevo León,El show de Nuevo León,≤100
592495347619799,Mi familia es primero,Yoxmex,≤100
100539512991362,Yo con Ella,Rosa Eugenia Diaz Biones,≤100
105409857986465,Programas Financieros para el Gobierno Mexicano y Beneficios,Edith Martinez Orta,≤100
109066358678273,La Fuerza de las Mujeres,La Fuerza de las Mujeres,≤100
112835865095974,¿Cómo vamos MX?,Como vamos,≤100
103290404864989,Beneficios Nacionales de Gobierno,Jesus Moreno Delgado,≤100
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,≤100
265938437673601,Yo Soy Mi Planeta,Yoxmex,≤100
411235336284306,Empresarios por la Cuarta Transformación,"Empresarios 4T, Asociación Civil",≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
109896661873670,Bienestar México,Bienestar México,≤100
100206439556436,Jalisco Jala con Claudia,Jalisco Jala con Claudia,≤100
316162282245753,Ovidio Peralta Suárez,Ovidio Peralta Suárez,≤100
235606900176440,Macronews,Macronews,≤100
124631600949535,Yo Influyo,Yoxmex,≤100
108334872107207,El Noticioso de Occidente,El Noticioso de Occidente,≤100
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
103821621408670,Programa en el Gobierno Mexicano Independiente,Jesus Moreno Delgado,≤100
1316005761840470,Bere Romo,Andrea Del Carnen Esparza Ruiz Esparza,≤100
103290404864989,Beneficios Nacionales de Gobierno,Edith Martinez Orta,≤100
239726076054918,Partido del Trabajo México,Partido del Trabajo México,≤100
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,≤100
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,≤100
637202699799385,Diputado González Romo,Ernesto González Romo,≤100
2330030160374237,Balance 24,Balance 24,≤100
105533795460071,Norte Monrealista,Norte Monrealista,≤100
409800789114458,Antonio Pelón Cervera,Macronews,≤100
2818718441534332,Es de política mexicana,Es de Política Mexicana,≤100
856968914466236,La Agenda Pública,La Agenda Pública,≤100
107657435584767,Honestidad y Esperanza para Morelos,Honestidad y Esperanza para Morelos,≤100
300012556733023,Católicas México,Mario Bernal Gomez Llanos,≤100
107727682047392,XunMexicodeverdad,X UN MÉXICO DE VERDAD,≤100
102255904996475,Geovanna Campos Vazquez,Julián Reynoso Mazoy,≤100
116437828394342,Phiten Mexico,Phiten Mexico,≤100
101701991930418,UNIDEV,UNIDEV,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
113990284949467,Avance y Progreso,avanceyprogreso.com,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
463358453871269,JuanMa Munguía,JuanMa Munguía,≤100
225774331107918,Jonathann Estrada,David Jonathan Estrada Castillo,≤100
107987827999009,Beneficios en México Independiente,Jesus Jimenez Perez,≤100
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,≤100
110187414493874,Plataforma Informativa Mexicana #PIM,euthenics,≤100
245495562137150,Mitofsky,Roy Campos,≤100
1095948597209125,Grupo Financiero Banorte,Banco Mercantil del Norte,≤100
108341180995447,4T México,Diana Melissa Leyva Rochin,≤100
107732841148576,Esteban Abraham Macari,Esteban Abraham Macari,≤100
277380886249639,ExxonMobil México,"ExxonMobil México, S. A. de C. V.",≤100
350508488860,Renán Barrera,Renán Barrera,≤100
442196819189449,Noventa Grados,Noventa Grados,≤100
101128435630238,Química y Formulación,Química y Formulación,≤100
101267031439463,Voz de las Empresas,Consejo de la Comunicación,≤100
133056480769,Gobierno del Estado de Chihuahua,Gobierno del Estado de Chihuahua,≤100
707874865918912,ADN Alternativa Democrática Nacional,Canek Ortega Cano,≤100
801673763367076,Carlos Cesar Jasso Rodríguez,Carlos Cesar Jasso Rodriguez,≤100
164183347562623,Denuncia México,euthenics,≤100
338810152847727,PAN Ciudad de México,ACCION NACIONAL CIUDAD DE MEXICO,≤100
100242005506001,Medestetic México,Medestetic México,≤100
100161226251964,El Centro Informativo,El Centro Informativo,≤100
105409857986465,Programas Financieros para el Gobierno Mexicano y Beneficios,Jesus Moreno Delgado,≤100
107652783975551,CS Medicina Estética,CS Medicina Estética,≤100
100866304956973,Joseph Lastra,Yibrham Joseph Lastra Herrera,≤100
102931335827610,Fans de Jorge Romero - Georgemanía,Georgemanía,≤100
106353965037706,Universidad Ágora Hispanoamericana,Ana Luz Mila Barrera,≤100
1518145195110134,Daniel Gutiérrez Gutiérrez,Daniel Gutiérrez Gutiérrez,≤100
244524445753966,Armando Contreras Castillo,Armando Contreras Castillo,≤100
148803438464663,MNoticias,MNoticias,≤100
909433945747355,Sandra Pámanes,Sandra Pámanes,≤100
107738917712607,ALA,Alexa Trujillo,≤100
110802201854701,El Norte de México,El Norte de México,≤100
105324158951762,Morena TV,Morena TV,≤100
1462084200761339,Estrategias De Aprendizaje Acelerado,Francisco Cabrera Roselló,≤100
584159151722389,Pavel López Gómez,Pavel López Gómez,≤100
540795076057624,Enfoco.mx,Enfoco.mx,≤100
122154061801959,Colectivo Mujeres Cabeza de Familia,Yoxmex,≤100
2098960567045890,Adrian Mx Coacalco,Adrian Mejia Reyes,≤100
106901138918730,México en Transformación,México en Transformación,≤100
937181549628425,Rafa Montalvo,Rafael Gerardo Montalvo Mata,≤100
437616359600178,Fernando Garza Martinez,Alfonso Adrian Garcia Sevilla,≤100
