Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,4981
2214398435317853,CNN Prima NEWS,FTV Prima,1168
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,621
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,369
310340246475353,Nové Boleslavsko,Nadační fond ŠKODA AUTO,326
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,310
120461304659141,O2 CZ,O2 Czech republic,297
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,254
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,214
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,182
1956144064659620,BlueTV,Aliance pro budoucnost,174
120343698070515,Liberální institut,Liberální institut,168
251656685576,KDU-ČSL,KDU-ČSL,166
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,156
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,151
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,147
197010357446014,Ondřej Prokop,Ondrej Prokop,128
123858471641,iROZHLAS.cz,Český rozhlas,120
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",108
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,108
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,102
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
107563435940797,Skanska v ČR a SR,Skanska,≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,≤100
110902058583859,WAVE for a better future,These ads ran without a disclaimer,≤100
107898832590939,European Commission,These ads ran without a disclaimer,≤100
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
