Page ID,Page name,Disclaimer,Amount spent (BOB)
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,6687
109201057318552,JCSV,Fernando Omar Rosales Perez,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
217948432069023,Bolivia Maya,Bolivia Maya,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
381920638544893,Soy Santa Cruz Bolivia,These ads ran without a disclaimer,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
1947703858861720,Mayra Zalles - Diputada,Mayra Ingrid Zalles Trigo,≤100
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100
128794501288356,Estudia en Posgrado UPEA,These ads ran without a disclaimer,≤100
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100
652712084864352,Aster Internacional,These ads ran without a disclaimer,≤100
103410222658639,adhoc_immigration,These ads ran without a disclaimer,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100
114247604036354,Инфограф,These ads ran without a disclaimer,≤100
107574164472383,CSGI,These ads ran without a disclaimer,≤100
108562965017764,vaccottifer,These ads ran without a disclaimer,≤100
146841588715199,Instituto de Investigaciones Antropológicas,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100
