Page ID,Page name,Disclaimer,Amount spent (CAD)
7270241753,YouTube,YouTube,7301
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,5053
163261390365324,Elementary Educators,Elementary Educators,3310
154462904588700,Enbridge Gas,Enbridge Gas,2139
104386908631938,Pathways Alliance,Pathways Alliance,1985
106183171866567,Fairness for Drivers,Insurance Bureau of Canada,1765
107385241806,Plan International Canada,Plan International Canada,1694
109045051805492,Made The Canadian Way,Canadian Energy Centre,1468
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1236
281999881613,World Vision Canada,World Vision Canada,1128
115835521825983,UNHCR Canada,UNHCR Canada,988
261752512263,Canadian Red Cross,Canadian Red Cross,892
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,889
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),879
16761458703,University of British Columbia,University of British Columbia,570
108587420188,United Way Greater Toronto,United Way Greater Toronto,532
239308266136055,United Way Halton and Hamilton,United Way Halton & Hamilton,521
480690348805429,Proud To Be Canadian,Proud To Be Canadian,507
121222984568561,Amnesty International Canada,Amnesty International Canada,499
105478004644442,Understanding Finance,These ads ran without a disclaimer,467
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,369
584595054966592,Royal Victoria Regional Health Centre Foundation,Royal Victoria Regional Health Centre Foundation,341
187447074652378,Fighting Blindness Canada,Fighting Blindness Canada,330
633812813408377,Elections Canada,Elections Canada,260
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,236
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,228
7522587804,Green Party of Ontario,Green Party of Ontario,227
19750184960,Greenpeace Canada,Greenpeace Canada,211
1671097993122619,Children Believe,Children Believe,200
139019864276,Oxfam Canada,Oxfam Canada,197
162056987140787,3M,3M,196
502994029764357,"Family and Children's Services of Frontenac, Lennox and Addington","Family and Children's Services of Frontenac, Lennox & Addington",188
1530293140634544,"No Options, No Choice","No Options, No Choice Project",186
159713615718,WWF-Canada,WWF-Canada,186
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada,180
52543970197,Environmental Defence Canada,Environmental Defence,178
114849617772737,Care2 Canada,Press Pause Collective,177
1411102309106335,Hailie's Entertainment,These ads ran without a disclaimer,177
6695079125,TD,TD Bank Canada,176
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,174
102862259754198,Photography by CreativeCoordinates.com,KELLY-ANN P JONES,171
113297740077607,Canadian Energy Centre,Canadian Energy Centre,163
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,151
440409462669140,United Way Niagara,United Way Niagara,148
27234020592,UNICEF Canada,UNICEF Canada,141
111462478865180,City of Ottawa,City of Ottawa,136
5794733873,David Suzuki Foundation,David Suzuki Foundation,135
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,130
160504807323251,Canadiens en santé,Canadiens en santé,130
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,128
1097840090260804,National Police Federation,National Police Federation,127
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,117
510183342342621,Bell MTS,Lavanya Rajaian,114
925033857594085,SureHealth Canada,SureHealth,114
168617319831578,Nature Canada,Nature Canada,113
123235041462,The Fraser Institute,Fraser Institute,107
143249880633,World Animal Protection Canada,World Animal Protection Canada,106
106360778489053,Fuelling Canada,Canadian Gas Association,105
163336718421,PSAC - AFPC,PSAC-AFPC,103
2161474537462046,Solar X,Solar X,≤100
104975997675751,Toques From The Heart,Toques From The Heart,≤100
590117937780756,Oil Sands Action,Canada Action,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
203135665808,Mississauga Parks & Recreation,City of Mississauga,≤100
