Page ID,Page name,Disclaimer,Amount spent (ZAR)
57206003848,Greenpeace Africa,Greenpeace Africa,348
178713262328364,DA KZN,Democratic Alliance,172
136956534616,Times LIVE,TimesLIVE,170
581475018952196,Good,GOOD Political Party,157
6011868110,Democratic Alliance,Democratic Alliance,134
133307190069756,Amnesty International South Africa,Amnesty International South Africa,133
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,113
102765088210163,Action SA,ActionSA,102
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
2145594122138312,Action Society,Action Society,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
740116816003959,Western Cape Government,Western Cape Government,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
107169379305548,TLU SA,TLU SA,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
103278761413963,Empowering SA,Empowering SA,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,≤100
138294163498584,Arena Events,Arena Holdings,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
144985128871748,City of Cape Town,Sanelisiwe Owethu Ntabeni,≤100
344061680177411,Vote Kevin Inglis - Kensington/Factreton/Maitland,These ads ran without a disclaimer,≤100
614441158766955,Vote Dr Sipho P. Malapane 2024,Sipho Pienaar Malapane,≤100
311936835992045,Dear South Africa,DearSA,≤100
102747338499924,art_by_firstwaver,These ads ran without a disclaimer,≤100
165246196904704,Sakeliga,Sakeliga,≤100
102446789142201,Project Salama,These ads ran without a disclaimer,≤100
462680307174451,Lightborn,These ads ran without a disclaimer,≤100
101300158575708,Apostle Prince Wonderful,These ads ran without a disclaimer,≤100
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,≤100
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
101742072253450,WeWhale,These ads ran without a disclaimer,≤100
