Page ID,Page name,Disclaimer,Amount spent (NGN)
654180731859809,T-Police,T-Police,480
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,316
1598205703573433,Senator Uba Sani,Uba Sani Media,≤100
103018869332378,BantuPage,Ikechukwu Orji,≤100
102452759210207,Foreign Investment Network,Foreign Investment Network,≤100
103830540990930,Hon. Adedeji Stanley Olajide - ODIDI OMO,Odidiomo Constituency Office,≤100
1924396441113309,Onogwu Muhammed,Martins Onuorah,≤100
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,≤100
382377315238468,"Educational Research Center, Inc.",These ads ran without a disclaimer,≤100
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,≤100
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,≤100
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,≤100
753031955030992,Atiku-Okowa.com,One Nigeria Movement,≤100
100202924924063,Page 36,Page 36,≤100
102710114468124,Rics Gomina,Emmanuel Rics Gomina,≤100
105090932464587,BBC News Nigeria,These ads ran without a disclaimer,≤100
110151371700778,Bishop Dr. Sunday Ndukwo Onuoha,Bishop Dr. Sunday Ndukwo Onuoha,≤100
101023076204247,Nelson Nwatu's Blog,Nelson Obinna Nwatu,≤100
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,≤100
104171529145447,Muazu Abu Juwairiyya Hadejia,These ads ran without a disclaimer,≤100
291885374985241,Daily Naija Info's,These ads ran without a disclaimer,≤100
435381440344317,Dylan Ogline,These ads ran without a disclaimer,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
120346118099706,BrandPower,BrandPower,≤100
107449188487509,Arewa Decide 2023,Mustapha Lawal,≤100
1689132724682504,MMAWT legacy initiative,Amiru Adamu,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,≤100
