Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,218
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,193
740116816003959,Western Cape Government,Western Cape Government,121
102765088210163,Action SA,ActionSA,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
136956534616,Times LIVE,TimesLIVE,≤100
133307190069756,Amnesty International South Africa,Amnesty International South Africa,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
107169379305548,TLU SA,TLU SA,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
112722630147219,The Liesbeek Action Campaign,Liesbeek Action Campaign,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
179386476348249,Apostle Theron Emmanuel,These ads ran without a disclaimer,≤100
165246196904704,Sakeliga,Sakeliga,≤100
103278761413963,Empowering SA,Empowering SA,≤100
144985128871748,City of Cape Town,Sanelisiwe Owethu Ntabeni,≤100
2145594122138312,Action Society,Action Society,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
311936835992045,Dear South Africa,DearSA,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
106365011109894,WoMin African Alliance,WoMin African Alliance,≤100
285329935218383,Dr. Zamani Saul Page,These ads ran without a disclaimer,≤100
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100
253615198009828,Anglo American,These ads ran without a disclaimer,≤100
100142349388855,wispamusic,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
123279176118,DHgate,These ads ran without a disclaimer,≤100
