Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,128
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
136956534616,Times LIVE,TimesLIVE,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
107169379305548,TLU SA,TLU SA,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
2145594122138312,Action Society,Action Society,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
1442286572460668,Inside Education,Inside Education,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
629021617133721,Judges Matter,Judges Matter,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
290338324386099,Annique Rooibos Home Office,These ads ran without a disclaimer,≤100
286506558722350,Inside Politics,Inside Politics,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
810594509306791,Marula Hill Travel,These ads ran without a disclaimer,≤100
340327229430191,The South African State Theatre,These ads ran without a disclaimer,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
618787431488714,Democratic Alliance Youth Free State,Democratic Alliance Free State,≤100
109637491945217,Nsuku's vlog,These ads ran without a disclaimer,≤100
235227333257470,Air Charter Service,These ads ran without a disclaimer,≤100
108799185279910,Noble Tree Foundation,These ads ran without a disclaimer,≤100
103922718061868,Story Leaf,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
318711818130,Boot Camp Digital,These ads ran without a disclaimer,≤100
102838882271105,NovelReader,These ads ran without a disclaimer,≤100
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100
