Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,7182
156161194561570,Kjarninn,Kjarninn,4558
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,4200
405625165041,Reykjavíkurborg,Reykjavíkurborg,3079
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,1773
137524753533383,Miðflokkurinn,Miðflokkurinn,1166
154893001218870,ADHD samtökin,ADHD samtökin,1068
573559522797177,Flokkur fólksins,Flokkur Fólksins,905
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,899
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,891
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,601
674362009286406,Lifðu núna,Erna Indridadottir,386
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,286
1468015706558049,Moodys Tax,These ads ran without a disclaimer,101
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100
100627069630168,Cecília Martins,These ads ran without a disclaimer,≤100
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100
