Page ID,Page name,Disclaimer,Amount spent (GTQ)
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
331961940541181,Partido Victoria,Partido Político Victoria,≤100
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
110582257361172,Partido Azul,Partido Azul,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
106953752266840,La Taberna de Hoppy,These ads ran without a disclaimer,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
754661271544464,El Sol de Mixco,El Sol de Mixco,≤100
281554395331686,República,"Republica GT, S.A.",≤100
189460705168518,Yancor - Comunicación y Relaciones Públicas,These ads ran without a disclaimer,≤100
175622742886671,NutriNews Latam,These ads ran without a disclaimer,≤100
110048055101144,Jorge Antonio Rivas Ellgutter,These ads ran without a disclaimer,≤100
520888311447098,Instituto Universitario de Alta Formación,These ads ran without a disclaimer,≤100
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100
82928774489,Panda Security,These ads ran without a disclaimer,≤100
