Page ID,Page name,Disclaimer,Amount spent (GTQ)
331961940541181,Partido Victoria,Partido Político Victoria,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
1882597935332956,Partido VAMOS,Partido VAMOS,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
110582257361172,Partido Azul,Partido Azul,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
249889355058521,Red Ciudadana,Red Ciudadana,≤100
110686825186521,Gualán nos UNE,Gualán nos UNE,≤100
110374894869102,Prosperidad Ciudadana,These ads ran without a disclaimer,≤100
101633918869065,Shalom for Women I.,These ads ran without a disclaimer,≤100
100919782799098,UNE Alta Verapaz,Stela Flores,≤100
111582958421914,Punto de Encuentro,These ads ran without a disclaimer,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
30954968553,Smithsonian’s National Museum of the American Indian,These ads ran without a disclaimer,≤100
105260558775032,Fuera de Línea,These ads ran without a disclaimer,≤100
193260427505090,Mack Trucks Latinoamérica,These ads ran without a disclaimer,≤100
1376569005803607,Blanco y Negro,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
245230955530901,Evas Urbanas,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
195210991410496,Acadian Plant Health LATAM,These ads ran without a disclaimer,≤100
160720010711227,Panel Rey,These ads ran without a disclaimer,≤100
