Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,183
7715002593,UNICEF UK,Unicef UK,115
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
97708339756,Action for Children,Action for Children,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
26698813123,British Red Cross,British Red Cross,≤100
121936349543,World Vision UK,World Vision UK,≤100
21242962092,ClientEarth,ClientEarth,≤100
18044497940,Plan International UK,Plan International UK,≤100
166944307578557,Men's Alliance NI,Men's Alliance (NI),≤100
722939897742608,The Co-operative Bank,The Co-operative Bank,≤100
225128488403586,Musgrave MarketPlace Northern Ireland,Musgrave MarketPlace NI,≤100
268801635305,Breast Cancer Now,Breast Cancer Now,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
13533633585,National Trust,National Trust,≤100
158077247591710,Refuge,Refuge,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
103662352102391,Family Debt Help,Ian Keith Parsons,≤100
799576543492660,The Week Junior,The Week Junior,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
37981137361,The Children's Society,The Children's Society,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
177855115588808,The Week UK,The Week UK,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
490007667679401,Hugh James,Hugh James,≤100
34341434454,Comic Relief,Comic Relief,≤100
106946654868342,Water's Worth Saving,Water UK,≤100
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,≤100
2558329857727118,Families In Debt,Families in debt,≤100
30349161852,Eden Project,Eden Project,≤100
102639461303190,Fair Pay For All,Fair Pay For All,≤100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
6233536938,War Child UK,War Child UK,≤100
249209468838241,Good Law Project,Good Law Project,≤100
346575355362713,Electrical Safety First,These ads ran without a disclaimer,≤100
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
353224381469808,ifaw,IFAW,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,≤100
109750981647647,Gerry Carroll MLA,People Before Profit,≤100
116625838402686,FareShare,FareShare,≤100
101255718164248,350 UK,350.org,≤100
6708565748,CBM UK,CBM UK,≤100
138385936213569,Northern Ireland Water,Northern Ireland Water,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
202798122688,Chatham House,Chatham House,≤100
97116898596,Sightsavers,Sightsavers,≤100
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,≤100
7214031395,Oxfam Great Britain,Oxfam Great Britain,≤100
139695000173,Good Energy,Good Energy,≤100
10986039307,VSO,VSO,≤100
252209981618299,SuperValu NI,SuperValu,≤100
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
104052023086160,Centra NI,Centra NI,≤100
103835971750,Orbis UK,Orbis UK,≤100
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,≤100
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,≤100
91484672241,Toilet Twinning,Toilet Twinning,≤100
198081311536,"Natural History Museum, London",The Trustees of the Natural History Museum,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
26321373907,AKT,akt (Albert Kennedy Trust),≤100
290498754454402,European Movement UK,European Movement UK,≤100
358706239805,Scope,Scope,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100
124471347603278,Positive Money UK,Positive Money,≤100
46074836918,The Trussell Trust,Trussell Trust,≤100
8270524646,Alzheimer's Society,Alzheimer's Society,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
32514078659,Liberty,Liberty,≤100
64955332909,Sage,Sage,≤100
127031794038958,Blue Marine Foundation,Blue Marine Foundation,≤100
1682367945366856,POWER Film,Power Film,≤100
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),≤100
110538548040758,Care2 UK,John Ayling & Associates,≤100
25010947137,ShelterBox,ShelterBox,≤100
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,≤100
134271016653249,World Jewish Relief,World Jewish Relief,≤100
200160670017135,Continental Tyres UK,Continental Tyre Group Ltd,≤100
295803323870555,Earthwatch Europe,Earthwatch Europe,≤100
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100
112712550420527,Sumofus UK,SumOfUs,≤100
3190660567626119,Dad’s In Debt.,Dadsindebt,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100
346684596111093,KinKind,KinKind Ltd,≤100
105213446201178,International Justice Mission,International Justice Mission,≤100
105213446201178,International Justice Mission,International Justice Mission with Facebook Ad Credits,≤100
163273590367943,Elton John AIDS Foundation,Elton John AIDS Foundation,≤100
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),≤100
1721275931466984,The Reclaim Party,The Reclaim Party,≤100
289690716457,Christian Concern,Christian Concern,≤100
107310464728068,Britain Remade,BRM Futures Limited,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
41819722370,CAP - Christians Against Poverty UK,Christians Against Poverty,≤100
211614899544570,Long Live The Local,British Beer & Pub Association,≤100
227427673437,Tree Aid,Tree Aid,≤100
669323733273130,Cllr. Séamas De Faoite,Cllr. Seamas de Faoite,≤100
112845639376,Refugee Action,Refugee Action,≤100
968710993159129,Quarto Kids,Quarto Kids,≤100
617476271637848,Usdaw Union,"the Union of Shop, Distributive and Allied Workers",≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100
265565040237871,USPG,USPG,≤100
