Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,712
102639461303190,Fair Pay For All,Fair Pay For All,631
101558386889,Shelter Scotland,Shelter Scotland,539
7715002593,UNICEF UK,Unicef UK,535
1645963095654688,Healthier Scotland,The Scottish Government,484
9250349228,Greenpeace UK,Greenpeace,429
166335402260,Scottish Water,Scottish Water,359
220543443746,International Rescue Committee - UK,International Rescue Committee UK,336
97708339756,Action for Children,Action for Children,306
200786289976224,The Scottish Government,The Scottish Government,302
7624294394,Amnesty International UK,Amnesty International UK,266
47612991154,Dignity in Dying,Dignity in Dying,253
105325515394672,Local Recovery,Local Recovery,231
353224381469808,ifaw,IFAW,201
21242962092,ClientEarth,ClientEarth,160
208573062515662,Freedom from Torture,Freedom from Torture,156
20374426684,Friends of the Earth Scotland,Friends of the Earth Scotland,154
353803611446846,WB Debtcare,Wylie & Bisset,128
442816382865338,Social Security Scotland,Social Security Scotland,127
175316065881756,How to Waste Less Scotland,Zero Waste Scotland,124
18044497940,Plan International UK,Plan International UK,115
158077247591710,Refuge,Refuge,108
35671512696,World Animal Protection UK,World Animal Protection UK,102
117476785190,Save the Children UK,Save the Children UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
799576543492660,The Week Junior,The Week Junior,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
722939897742608,The Co-operative Bank,The Co-operative Bank,≤100
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,≤100
30349161852,Eden Project,Eden Project,≤100
320344981331677,Net Zero Scotland,The Scottish Government,≤100
397986050296687,Scottish Liberal Democrats,"and promoted by the Scottish Liberal Democrats, 4 Clifton Terrace, Edinburgh, EH12 5DR.",≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
26698813123,British Red Cross,British Red Cross,≤100
37981137361,The Children's Society,The Children's Society,≤100
116625838402686,FareShare,FareShare,≤100
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,≤100
462400447302313,NOW: Pensions,These ads ran without a disclaimer,≤100
177855115588808,The Week UK,The Week UK,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
101432772170839,Playermaker,These ads ran without a disclaimer,≤100
7214031395,Oxfam Great Britain,Oxfam Great Britain,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
298509560234948,Bethany Christian Trust,Bethany Christian Trust,≤100
6233536938,War Child UK,War Child UK,≤100
34341434454,Comic Relief,Comic Relief,≤100
8270524646,Alzheimer's Society,Alzheimer's Society,≤100
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,≤100
106946654868342,Water's Worth Saving,Water UK,≤100
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,≤100
204984049549968,Eat Haggis and Ceilidh On,Allistair James Burt,≤100
7043497714,Christian Aid,Christian Aid,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
346575355362713,Electrical Safety First,These ads ran without a disclaimer,≤100
101255718164248,350 UK,350.org,≤100
7569385657,Co-operative Party,Co-operative Party,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
290498754454402,European Movement UK,European Movement UK,≤100
103835971750,Orbis UK,Orbis UK,≤100
202798122688,Chatham House,Chatham House,≤100
490007667679401,Hugh James,Hugh James,≤100
1634484040190637,VERSUS,VERSUS,≤100
290658214934530,Nature Friendly Farming Network,Nature Friendly Farming Network,≤100
97116898596,Sightsavers,Sightsavers,≤100
227427673437,Tree Aid,Tree Aid,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
127031794038958,Blue Marine Foundation,Blue Marine Foundation,≤100
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
249209468838241,Good Law Project,Good Law Project,≤100
196603287038373,Edinburgh Children's Hospital Charity,Edinburgh Children’s Hospital Charity,≤100
313376249090900,The Humane League UK,The Humane League UK,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
2279278499016921,Scottish Business UK - SBUK,Scottish Business UK,≤100
103559634900519,Oltco Ltd,Oltco Ltd,≤100
91484672241,Toilet Twinning,Toilet Twinning,≤100
126686317362835,The HALO Trust,The Halo Trust,≤100
10986039307,VSO,VSO,≤100
126414320373,Chest Heart & Stroke Scotland,Chest Heart & Stroke Scotland,≤100
6708565748,CBM UK,CBM UK,≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
139695000173,Good Energy,Good Energy,≤100
112712550420527,Sumofus UK,SumOfUs,≤100
105414346223667,The Scottish Parliament,The Scottish Parliament,≤100
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
211614899544570,Long Live The Local,British Beer & Pub Association,≤100
886540824807022,Switch Off And Breathe,West Lothian Council,≤100
248887561894779,Home Energy Scotland,Energy Saving Trust,≤100
110133689018711,Prostate Cancer Research,Prostate Cancer Research,≤100
107424475417111,Unite For A Workers' Economy,Unite the Union,≤100
1682367945366856,POWER Film,Power Film,≤100
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100
112845639376,Refugee Action,Refugee Action,≤100
208371683037269,NBCU Catalyst,CNBC Catalyst,≤100
124471347603278,Positive Money UK,Positive Money,≤100
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),≤100
25010947137,ShelterBox,ShelterBox,≤100
358706239805,Scope,Scope,≤100
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100
326115837721445,GUNNA,Gunna,≤100
321116781287149,e.on,These ads ran without a disclaimer,≤100
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,≤100
1422817667967727,Rainbow Migration,Rainbow Migration,≤100
13695746395,Guide Dogs UK,Guide Dogs,≤100
250485248333218,Clean Air Task Force,These ads ran without a disclaimer,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
514212165305248,Leigh Day,Leigh Day,≤100
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100
114897779919277,Womendealingwithdebt.com,These ads ran without a disclaimer,≤100
219947610085,Marine Conservation Society,Marine Conservation Society,≤100
106415264758619,ClimatePositive,SCB Associates Ltd,≤100
8422578815,Soil Association,Soil Association,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,≤100
1721275931466984,The Reclaim Party,The Reclaim Party,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
105247661026106,Believe in Scotland,Believe in Scotland,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100
102567371548459,Bin Twinning,Toilet Twinning,≤100
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100
20995300784,Green Party of England and Wales,Green Party of England and Wales,≤100
26321373907,AKT,akt (Albert Kennedy Trust),≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
295803323870555,Earthwatch Europe,Earthwatch Europe,≤100
108012178438704,Workers Can Win: A Guide to Organising at Work,Workers Can Win,≤100
163273590367943,Elton John AIDS Foundation,Elton John AIDS Foundation,≤100
41819722370,CAP - Christians Against Poverty UK,Christians Against Poverty,≤100
346684596111093,KinKind,KinKind Ltd,≤100
113406386878484,FairChecks,FairChecks,≤100
617476271637848,Usdaw Union,"the Union of Shop, Distributive and Allied Workers",≤100
18366996074,War on Want,War on Want,≤100
238394282845251,The Big Issue,The Big Issue,≤100
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,≤100
101886255290758,SNP Pentlands West,Dylan James Roberts,≤100
64955332909,Sage,Sage,≤100
134271016653249,World Jewish Relief,World Jewish Relief,≤100
285264695603,Pie Factory Music,Pie Factory Music,≤100
169042736456594,All Out,All Out,≤100
1382619538645569,CARES at Local Energy Scotland,Local Energy Scotland,≤100
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100
265565040237871,USPG,USPG,≤100
107667846010490,EMERGENCY NGO,EMERGENCY UK,≤100
11711946230,Changing Faces,Changing Faces,≤100
106995620950700,Platform 67,Platform 67,≤100
163862575762,Embrace the Middle East,Embrace the Middle East,≤100
236972016503598,Animal Save Movement,Animal Save Movement,≤100
59367068326,The Ramblers,The Ramblers,≤100
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,≤100
1486841851361953,Power for People,Corinna Quinn Miller,≤100
1545935039029938,Paul O'Kane MSP,Paul O'Kane MSP,≤100
164851239572,Women for Women International - UK,Women for Women International - UK,≤100
11055104471,ONE,ONE Against Poverty (UK),≤100
17999726169,Scottish Green Party,Scottish Green Party,≤100
157492274367801,Cruelty Free International,Cruelty Free International,≤100
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100
569834799727730,National Grid UK,National Grid UK,≤100
63451405593,NFU Online,NFU Online,≤100
25040545213,Contact - For families with disabled children,Contact,≤100
1593820680884174,Ocean Generation,Ocean Generation,≤100
112403793494016,healthandcare.scot,Healthcare News Scotland,≤100
100294524873469,On the Edge,On The Edge Conservation,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
107310464728068,Britain Remade,BRM Futures Limited,≤100
103804555563918,Cllr Tommy Macpherson - a strong new voice for Campbeltown & South Kintyre,Mr Thomas Macpherson,≤100
6574632957,Unlock Democracy,Unlock Democracy,≤100
179455805474037,"Fife Properties, Mitchell Street, Leven",James Johnstone Parker,≤100
108289788007047,Let Us Pray,The Christian Institute,≤100
101915698384428,Eldred Law,Eldred Law,≤100
123300991051802,ActionAid,ActionAid International,≤100
32514078659,Liberty,Liberty,≤100
97283538614,Cool Earth,Cool Earth,≤100
1503185916668051,Left Book Club,Left Book Club,≤100
1701849696765542,Prysmian UK,Prysmian UK,≤100
