Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
292129440851133,CropLife Latin America,These ads ran without a disclaimer,≤100
1991495041106641,Teaching English with Cambridge,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
