Page ID,Page name,Disclaimer,Amount spent (AUD)
299753643444311,AEC,Australian Electoral Commission,≤100
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,≤100
514475628623089,Our Watch,Our Watch,≤100
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,≤100
1776727752614025,Glencore,Glencore Australia,≤100
165242077409311,Australian Automobile Association,Australian Automobile Association,≤100
532962446729390,Australian Families,Department of Social Services,≤100
494820897261439,Bank Australia,Bank Australia,≤100
100542623037993,New Zealand Labour Party in Australia,NZ Parliamentary Service on behalf of New Zealand Labour Party,≤100
101589645013040,Thrive by Five,Thrive By Five,≤100
108695110952294,Greens MPs,Greens MPs,≤100
2080670615483977,Verve Super,Verve Super,≤100
22746335927,Bob Brown Foundation,Bob Brown Foundation,≤100
694832627392516,Prime Super,Prime Super,≤100
13372108263,The Smith Family,These ads ran without a disclaimer,≤100
161983380481806,Heart Foundation,These ads ran without a disclaimer,≤100
149648047339,Save the Children Australia,Save the Children Australia,≤100
272757739102,Engineers Australia,Engineers Australia,≤100
145347352187764,UN Women Australia,UN Women Australia,≤100
10852627380,World Animal Protection Australia,World Animal Protection Australia,≤100
351313714891862,Australian Good Meat,These ads ran without a disclaimer,≤100
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,≤100
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,≤100
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,≤100
1621692424754301,Minderoo Foundation,Minderoo Foundation,≤100
173168582700205,SBS中文,SBS Mandarin中文普通话,≤100
316480331783930,Australian Unions,Australian Unions,≤100
182564410468,Australia for UNHCR,Australia for UNHCR,≤100
125812604095801,Invasive Species Council,Invasive Species Council,≤100
504855933190931,Time for Change - Change Aged Care,United Workers Union,≤100
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),≤100
108498912202989,Kangaroo Conversation,Nature Conservation Society of South Australia,≤100
104910384328602,Binge,Streamotion Pty Ltd,≤100
102288789415463,Architects Assist,Architects Assist,≤100
54879226285,Teach For Australia,Teach For Australia,≤100
115802574790597,Janssen ANZ,These ads ran without a disclaimer,≤100
101242369463631,MSI Asia Pacific,MSI Asia Pacific,≤100
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,≤100
135933556447881,Australian Republic Movement,Australian Republic Movement,≤100
8422338499,The Wilderness Society,The Wilderness Society,≤100
192720571652271,Refinery29 Australia,Pedestrian Group,≤100
160054227468,World Vision Australia,World Vision Australia,≤100
104437512072571,thedailyeducator,These ads ran without a disclaimer,≤100
521696954688354,Guardian Labs,Guardian Labs,≤100
620240278445737,Let's Treat Syphilis,Queensland Positive People,≤100
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,≤100
274079142634253,National Tertiary Education Union - NTEU,National Tertiary Education Union,≤100
104180525925926,Fair Australia,Advance Australia,≤100
194784127232544,SBS Arabic24,SBS Arabic24,≤100
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,≤100
104234157625422,The Centre For Public Integrity,Centre For Public Integrity,≤100
1573441899601646,Hismile,These ads ran without a disclaimer,≤100
102336681506217,WorkforClimate,WorkforClimate,≤100
100356216050100,Family First Party Australia,Family First Party Australia Ltd,≤100
574675379402221,Indigenous Desert Alliance,Indigenous Desert Alliance,≤100
1845447639031005,Mayor Bradburn,These ads ran without a disclaimer,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
