Page ID,Page name,Disclaimer,Amount spent (PLN)
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,116
654912251187357,Grupa PGE,Grupa PGE,107
178362315106,European Parliament,European Parliament,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
95661128574,Radio ESKA,Radio ESKA,≤100
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),≤100
362731483842344,Agro Trust - Skup i  #𝐖𝐢𝐚𝐝𝐨𝐦𝐨ś𝐜𝐢𝐙𝐛𝐨ż𝐨𝐰𝐞,Marcin Robert Witzling,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
202813996476257,Podlaski.info,Tygodnik Podlaski,≤100
1063990387008272,Centrum Życia i Rodziny,Centrum Życia i Rodziny,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
243062285878253,Dr Katarzyna Michniewska,These ads ran without a disclaimer,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
104921858016507,Dzień Dobry Podatki,Michał Wilk,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
137877409609952,Lewica,Nowa Lewica,≤100
476438766075050,Radzyń Moje Miasto,Radzyń Moje Miasto,≤100
101135601598472,Michał Moskal,Michał Moskal,≤100
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,≤100
1683534065241470,OKO.press,OKO.press,≤100
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,≤100
173086948664,Infor.pl,Infor.pl,≤100
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100
142614625077,WWF Polska,WWF Polska,≤100
192608494083516,Queerowy Maj,Queerowy Maj,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
50063176484,TVN24,TVN,≤100
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
2652652818292489,DAGMA bezpieczeństwo it,DAGMA SP Z O O,≤100
145382618855042,Muzeum Sztuki w Łodzi,Muzeum Sztuki w Łodzi,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
2152238558396822,Mariusz Kałużny,Mariusz Kałużny,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,≤100
892031604299955,Auchan,These ads ran without a disclaimer,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
111778487054045,TOGETAIR,Kamil Magot,≤100
1496359750659795,Michał Wójcik,Michał Wójcik,≤100
868599633152789,Koncept - magazyn akademicki,Fundacja Inicjatyw Młodzieżowych,≤100
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,≤100
109218848183780,Marek Woźniak,UMWW,≤100
122436147816214,Skłodowscy.pl,Kancelaria Podatkowa Skłodowscy,≤100
105039892358886,Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
319296981434608,De Dietrich Polska,BDR Thermea Poland Sp. z o.o.,≤100
364911490222284,Włodzimierz Czarzasty,Biuro Poselskie Włodzimierza Czarzastego,≤100
127619873953536,Stefczyk.info,Stefczyk.info,≤100
107933698355066,Robert Gmitruczuk,Ewa Konieczna,≤100
136884656519145,IOM Poland,International Organization for Migration,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
742465142594294,Dan Cake Robimy Klimat,Dan Cake Polonia Sp. z o.o.,≤100
1643686859194259,Sebastian Kaleta,Sebastian Kaleta,≤100
375496365897034,Tkalnia,Stowarzyszenie Tkalnia,≤100
207398195946921,Instytut Spraw Obywatelskich,Fundacja Instytut Spraw Obywatelskich,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
174700791475,Student.lex.pl,Wolters Kluwer Polska Sp. z o.o.,≤100
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),≤100
102577288350341,Super Biznes,se.pl,≤100
