Page ID,Page name,Disclaimer,Amount spent (PYG)
325540631525675,En La Tecla,En la Tecla,29737
1644521299000789,Penayo Y ALGO +,Alejandro R Acosta,17987
102266292553995,Sucia Política,Diego Ricardo Ramírez,10924
1468570519872644,Santiago Peña,PRANA SA,7339
100385868930919,Federico Wunderlich,DECIDE Movimiento Decisión Ciudadana y Democrática,6556
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,4554
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,4156
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,2298
102467002671611,Jorge Heisecke,Jorge Heisecke,2063
241512319274531,Sixto Pereira,Sixto Pereira,1861
1151984808290856,Hugo Portillo,Hugo Portillo,916
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,879
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,761
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,753
517426394969535,Ricardo Canese,Ricardo Canese,630
107558844100122,Pastor Filártiga,Pastor Filártiga,418
105545157610039,Euclides Acevedo,Euclides Roberto Acevedo Candia,406
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,359
102940895895901,Victor Herreros Gimenez,Victor Herreros,304
125249971414945,Hugo Meza,Hugo Joel Meza,299
103429818624929,Edu Garay,Eduardo Garay,290
111912341409356,Centinela del Norte,Centinela del Norte,253
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,243
170330755094107,Marcelo Ramirez,Marcelo Ramirez,194
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,134
141678063114851,Ruben Velazquez,Dalva Natividad Acosta Vallejos,≤100
235526436573168,Ing. Eche Tu Diputado,Adalberto Pastor Echeverría Villasboa,≤100
518726648648192,Carlos Arrechea,Carlos Arrechea,≤100
101557432041474,Levi Leguizamón,Levi Leguizamón,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
110258800564741,Ing. Luis Riveros,Luis Riveros,≤100
110665567053224,DimartinoIntendente,Jorge Dimartino,≤100
106008797475136,Nicolás Verón,Gilberto Nicolas Veron Benitez,≤100
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,≤100
1094373423935985,German Solinger,Grissel Zárate Sotelo,≤100
110303418588991,Baby Appleyard,Baby Appleyard,≤100
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100
