Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,59091
1428873024044736,المدن - almodon,المدن - almodon‎,47045
1438703606372190,Elham Said Freiha,Elham Freiha,30303
394633411339696,fiftyfiftylb,FiftyFiftylb,22727
107698404702208,Alkalima,Alkalima Onlime,15152
164472683608068,Act for the Disappeared,ACT for the Disappeared,15152
101241044906111,هنا لبنان,هنا لبنان,14379
106197498149118,لبنان الكبير,Grand Lebanon,13636
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,12121
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,9091
110470091436602,Ici Beyrouth,Ici beyrouth,5909
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,4545
129660230432028,Dr. Toufic Hindi,Toufic Hindi,4545
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,3030
137195823051820,Maharat Foundation,Maharat Foundation,3030
109112633772887,180post,180Post,3030
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,2409
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1515
103064288692603,Le Courrier Du Cedre,Marwan Rashid,1515
2509759842418472,LebTalks,Lebtalks,1515
107424440982021,Eekad - إيكاد,These ads ran without a disclaimer,824
419971021493700,Whisper2-9.13,These ads ran without a disclaimer,≤100
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,≤100
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100
909905955702143,رابطة المحامين السوريين الأحرار Free Syrian Lawyers Association,These ads ran without a disclaimer,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
141039382740595,National Commission For Lebanese Women NCLW,These ads ran without a disclaimer,≤100
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100
