Page ID,Page name,Disclaimer,Amount spent (ARS)
142473639655550,Lucio Paz Posse,Lucio Paz Posse,58792
1445804622410982,Marcos Urtubey,Marcos Urtubey,53715
256803881073240,Gobierno de Salta,Gobierno de Salta,49338
113122186717848,Emiliano Estrada,Emiliano Estrada,43916
129799846687423,Levantémonos,Levantemonos,23806
106277608413948,Felipe Biella,Salta Independiente,21602
113759564969446,El Ojo Salteño,Noticias la Plata,16979
110150088683172,Informe NOA,Informe NOA,10883
800794290266385,Francisco Laiseca,Francisco Laiseca,9132
109260823781982,Javier Monico Graciano,Javier Alberto Monico Graciano,8636
101761569495985,Miguel Nanni 2023,Miguel Nanni 2023,6378
102294322808022,Agenda Política,Agenda Politica,6243
287386615304441,Jocha Castro Videla,Jose Antonio Castro Videla,4369
189940771071192,Secretaría de Turismo de San Luis,Secretaría de Turismo de San Luis,4254
142508529763477,Noticias en Red Salta,Noticias en Red,3850
183755148656395,Emiliano Durand Salta,Jorge Mario Emiliano Durand,3643
120343584305760,Nati Aguiar,Natalia Aguiar,3613
1397261800533190,La 10 Noticias,la10oran.com,3517
111705198516344,Notiarg,Notiarg,3478
580785122055191,Pablo Cobos,Pablo Ezequiel Cobos,3222
101321286190410,Avancemos Salta,Avancemos Salta,2710
686447918403785,Emiliano Durand,Juan Manuel Chalabe,2588
1580891525460837,Walter Raul Wayar,Walter Raul Wayar,1730
108145258869282,Por amor a Salta,Por Amor a Salta,1710
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,1591
61279025897,Gerardo Morales,Mística,1228
108835458799258,Emilcecontino2023,Emilce Contino,1152
1689208734631579,Gobierno de Jujuy,Gobierno De Jujuy,1145
1395474550528787,Opinorte,Opinorte,1099
100449218944717,Patricio Peñalba,Patricio Peñalba Arias,1009
423715397827826,Virginia Cornejo,María Fabiana Castillo,1003
1552768431431930,Aguas del Norte Salta,LUBER CBA,998
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,940
715474465134422,Patricia Hucena,Patricia Del Carmen Hucena,904
795202843959456,El Disenso,El Disenso,827
699853426735213,Gustavo Solis,Gustavo Solis Monico,799
1699977183360918,Tane Da Souza Correa,Tane Gabriel Da Souza Correa Hunt Lubel,794
181639422183951,Dr. Carlos Hugo Funes,Claudio Marcelo Rojas,629
105166715290140,Momento Uno,Momento Uno,527
101999289501013,InformateAhora,informateahora,517
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,468
102924332131878,Arq. Carlos Barroso,Carlos Osvaldo Barroso,466
230705154354478,Fundación Comunidad Organizada - Fuco,Martin Miguel Perez,454
230705154354478,Fundación Comunidad Organizada - Fuco,Martin Miguel Perez,454
139278336273596,Diario Impacto Salta Ok,Diario Impacto Salta Ok,453
1315072021867341,Ente,Ente,396
61279025897,Gerardo Morales,Frente Cambia Jujuy,394
107940494045854,Municipalidad de Embarcación,Claudio Marcelo Rojas,382
185922194792026,Myriam Bregman,Frente de Izquierda,379
161677817367540,Jorge Gallardo,Jorge Gallardo,378
610852822271706,Alberto Weretilneck,Alberto Weretilneck,355
108679841853325,Contame Más,Contame Más,344
101996084777901,Mariela Belski,Mariela Belski,341
525740137475877,Eduardo A. Lopéz,Eduardo Adolfo Lopez,336
1801779046713345,Ariel Maranga Jorge,Pablo Gabriel Santos,326
116234668016142,Salta Informa,Salta Informa,326
103780997884434,Comunidad Argentina,Comunidad Argentina,313
109554821547169,CPC Jardín MuniCba,municipalidad de córdoba,312
104046341137293,Panorama Pais,Panorama Pais,307
342638383052208,Peronistas con el Rolo,Peronistas con el Rolo,300
2296112127071539,Feedback encuestas,Feedback Encuestas Online,296
346565609073134,"Ministerio de Educación, Cultura, Ciencia y Tecnología  - Gobierno de Salta",Mariana Esther Flores,294
110077041887473,Fabricio Cuadrado,Fabricio Cuadrado,286
102289782502796,Prensa Digital,Prensa Digital,285
183940131655054,María Eugenia Vidal,María Eugenia Vidal,279
102858281496444,Argentinos hoy,Argentinos hoy,273
111669735076988,Hora Cero,Hora Cero Noticias,270
107979148785644,Manuel Luque,Gabriela Soria,261
307661541236,Grupo La Provincia,GLP,251
110039918575012,Noticias Express,Noticias Express,238
593149474205894,Topo Ramos,Topo Ramos,225
147026682520945,Gustavo Saadi,Gustavo Saadi,224
107022228690687,Jornada Nacional,Jornada Nacional,213
100824268950138,Jorge Restom,Nos Merecemos una Vida Mejor,213
113898744658728,El Progreso Web,El Progreso,209
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,199
304176325478,La Política Online,La Política Online,182
452525851510103,Nicolás del Caño,Frente de Izquierda,175
101646286084369,Historias que Inspiran,Historias que inspiran,174
110806461830762,El Sol Web,El Sol Web,172
378225769015907,Fundación Embajada Abierta,Fundación Embajada Abierta,171
111600998225620,Noticias Zero,Noticias Zero,159
105716442346264,Conurnarnia,Conurnarnia,158
113395874909201,Punto Noticias,Punto Noticias Web,155
105735495551632,Nico Marchiolo,Nicolas Ariel Marchiolo,151
102534516011045,La Gloria Noticias,La Gloria Noticias,142
113328424956836,Prensa Libre,Prensa Libre,134
102187456039094,Enterate Ya,Enterate Ya!,132
112090455034177,El Portavoz Oficial,El Portavoz,125
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,124
103322152538185,La Verdad Noticias,La verdad noticias,120
101115781371659,Canal 8,Canal 8,111
1471624973068591,Bettina Romero,Bettina Romero,106
116904127980718,Ernesto Nanni,Ernesto Nanni,103
114717713548888,Andrea Villegas,MST Movimiento Socialista de los Trabajadores,≤100
110276628358382,El Autónomo,El Autónomo,≤100
1677302172578463,Lorena Matzen,Lorena Matzen,≤100
1861504010737414,Martín Rodríguez,Frente de Todos San Martín de los Andes,≤100
781928915296113,Carlos Ale,Juan Carlos Ale,≤100
107631983989726,Argentina Federal,Argentina Federal,≤100
1064807416890278,Emilio Baistrocchi,Emilio Baistrocchi,≤100
335926266503071,7D,7D,≤100
103740369249125,El Provinciano,El Provinciano,≤100
100932749306130,Noticias Andinas,Noticias Andinas,≤100
1408542766063285,Carla Carrizo,Ana Carla Carrizo,≤100
125183747539071,Noticias Argentinas,Noticias Argentinas,≤100
131381938371647,Corta La Bocha Noticias,Corta La Bocha,≤100
701012796982861,Diego Ramello,Diego Ramello,≤100
118736245504093,TOTI  Intendente,TOTI  Intendente,≤100
1436040176529904,Noticias de Acá,comunicarg,≤100
2251397431784810,InfoArgentina,Comunicarg,≤100
544640985878621,Argentinos Online,Argentinos Online,≤100
358162257947051,Ricardo Bussi,Ricardo Matias Mercado,≤100
488144978053820,Rodrigo Portocarrero,Cesar Horacio Brunelli,≤100
532047880648886,Soledad Salaburu,Maria Soledad Salaburu,≤100
579453668873451,Julio Bravo,Julio Bravo,≤100
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,≤100
272338312973462,Santiago López Medrano,Santiago López Medrano,≤100
212137105468799,Minuto Neuquén,Minuto,≤100
107796462136638,La República Noticias,La República Noticias,≤100
101349631999937,Noticias para el Cambio,Noticias para el Cambio,≤100
628498977777284,El Continental,Periodico El Continental,≤100
112595328432641,Wado 2023,Jóvenes con Wado,≤100
779826208737546,Eduardo Asueta,Eduardo Asueta,≤100
111842694665173,Entrevistas con el Dr. Jorge Derna,Jorge Alberto Derna,≤100
134856153222761,Aries On Line,Aries On Line,≤100
1551666778436314,Marcos Andino,Marcos Sebastian Andino,≤100
642047375905348,Gastón di Castelnuovo,Gaston Di Castelnuovo,≤100
1541428379519312,Luciano Demarco,Luciano Demarco,≤100
259700217384725,Le Monde diplomatique - Edición Cono Sur,Capital Intelectual S.A.,≤100
104455719146837,El Meridiano,El Meridiano Noticias,≤100
564830380326427,Juan Carlos Polini,Polini,≤100
158132310876894,Nicolás Suárez Colman,Nicolas Andrés Suarez Colman,≤100
100976638097618,Ambiente En Lucha,Ambiente en Lucha,≤100
489559001199987,"Diego ""Dingui"" Palmieri",Diego Martin,≤100
105493327767840,Newsweek Argentina,Newsweek Argentina,≤100
419372375098772,PACO Achitte,Eduardo Alfredo Achitte,≤100
211047755609903,Anibal Calafell,Anibal Horacio Calafell,≤100
428179387610545,Agenda Malvinas,Agenda Malvinas,≤100
827976107371258,Dr. Claudio Raúl Filippa,Dr. Claudio Raúl Filippa,≤100
1192374014146549,María Emilia Abdelnabe,Maria Emilia Abdelnabe,≤100
1405120706440456,Conclusión,Diario Conclusión,≤100
108182177200374,Rubén Dusso,Rubén Dusso,≤100
857382087671921,Maxi Abad,radicalesorg,≤100
544986472243896,Data Diario,Data Diario,≤100
104919122026034,Revolución,Revolución,≤100
100513966017836,Noticias del Sur,Noticias del Sur,≤100
1318171354896850,Marcelo Zuñiga,Marcelo Zuñiga,≤100
943247715686438,Frente de todos neuquino,Frente de todos neuquino,≤100
110079031997390,Con Larreta,Con Larreta,≤100
213148592527828,Sebastián Tiozzo 2023,Ruben Sebastian Tiozzo,≤100
628834470825985,Martín Olivero,Martin Olivero,≤100
498407047269224,Miguel Arias,Miguel Mateo Arias,≤100
104733589113258,La Gaceta Nacional,La Gaceta Nacional,≤100
109237045323181,Patagonia Noticias,Patagonia Noticias,≤100
111967013731903,Goldwind,These ads ran without a disclaimer,≤100
817894504954888,Carlos Olmedo,Carlos Andres Olmedo,≤100
329366194442407,Inmobiliaria HONFI,Luis Esteban Honfi,≤100
705172499580470,Gustavo Martinez,Gustavo Martinez,≤100
149619018406294,Siglo XXI Editores Argentina,Siglo XXI Editores Argentina S.A.,≤100
699758330894365,Actualidad Argentina,Actualidad Argentina,≤100
102007812840437,Jóvenes con Wado,Jóvenes con Wado,≤100
430773770330702,Gripe Prolongada - Dr. Jorge Derna,Gripe Prolongada - Dr. Jorge Derna,≤100
104646448661838,La Pampa Ahora,La Pampa Ahora,≤100
515292708481100,Cambio Climático & Calentamiento Global,Eduardo Pedro Fracassi,≤100
372330399898184,Mario Lara,Mario Ernesto Lara,≤100
177720598950247,La Ciudad Desnuda,Juan Esteban Scoufalos,≤100
106548558037239,Corte media.,Corte Media,≤100
163829927003495,Armando Pipi Traferri,Armando Pipi Traferri,≤100
113384436026702,Caren Tepp,Ciudad Futura,≤100
1088348627914278,Guillermo Monzani,Guillermo Claudio Monzani,≤100
103149205884632,Jorge Alberti,Jorge Alberti,≤100
233734300112003,Juan Monteverde,Ciudad Futura,≤100
102570774863673,LOBBY,LOBBYEscuela,≤100
113923401326706,El país ya,El país ya,≤100
113527478348899,asociailicita,Asocia Ilícita,≤100
104522599239398,carlitospereira_ok,These ads ran without a disclaimer,≤100
103088924366000,Noticias d,Noticias d,≤100
110632841941230,Carlitos Miranda 2023,Juan Carlos Ribeiro Miranda,≤100
469187843278784,Claudio Frangul,Claudio Frangul,≤100
134725219919779,Laura V. Alonso,Laura Valeria Alonso,≤100
100832291619209,nuevaeraok,Franco Gaston Medina,≤100
1173314802698852,Gabriel Castro,Gabriel Castro,≤100
110873570590384,"MST en Cs Medicas, UBA",MST FMed,≤100
189703401219354,Ayelen Rasquetti,Ayelen Itati Rasquetti,≤100
106049152432460,Luis Briones,Luis Alberto Briones,≤100
715950208845383,Política Obrera - Tucumán,Política Obrera Tucumán,≤100
366283017342581,Ana Miño,Ana Faustino Miño,≤100
112750202393508,Punta Querandí,Punta Querandí,≤100
112233751493488,Lavoz de Chubut,LaVozdeChubut,≤100
102296947917534,Ramiro Ortega,Ricardo Matias Mercado,≤100
106560742263098,Noticias El Portal,Noticias El Portal,≤100
109166775044570,Sub Secretaría de Desarrollo Sostenible LDZ,Sub Secretaría de Desarrollo Sostenible LDZ,≤100
752831704894955,Celeste Ruiz Diaz,Maria Celeste Ruiz Díaz,≤100
348498375215969,Ricardo Buryaile,Jeremias Biglia,≤100
356892377834402,Comunidad LISTA 191 Chml,Comunidad LISTA 191 Chml,≤100
154643514568743,Sergio Abrevaya,Sergio Abrevaya,≤100
2351045021780928,Domy Orquera,Ricardo Matias Mercado,≤100
100151059414853,Partido Libertario Santa Cruz,Agustin Gonzalez Basso,≤100
116658018048942,magula mayorista,These ads ran without a disclaimer,≤100
111637981320058,Productivismo - Política Argentina,Sergio Raul Samoilovich,≤100
281151022835048,Atiano Masoneves,These ads ran without a disclaimer,≤100
104724489227798,Juntos Podemos Lozada 2023,Juntos Podemos Lozada 2023,≤100
107756622140473,El Litoral Web,El Litoral Web,≤100
100714332978147,EZIO Intendente 2023,These ads ran without a disclaimer,≤100
699254193487823,Sebastián Cáceres,Sebastian Luis Cáceres,≤100
133937418577537,Utopia Urbana,Utopía Urbana,≤100
101502682492367,Alfredo Aciar Jáchal 2023,These ads ran without a disclaimer,≤100
113956666672324,Gerardo Torrent Cuart,Gerardo Torrent,≤100
117921824592879,Ramón Sebastián,These ads ran without a disclaimer,≤100
100272671672857,Carlos Cisneros,Carlos Cisneros,≤100
723789384402976,Municipalidad de Juana Koslay,Juana Koslay,≤100
910992128910944,Luis Rodriguez,Luis Rodriguez,≤100
622147001149782,ATE Provincia de Santa Fe,Asociación Trabajadores del Estado - Santa Fe,≤100
100380929410601,Nodos Córdoba,aguantesoher,≤100
1471470552989166,Luciano Lescano,These ads ran without a disclaimer,≤100
465489150257261,Marcelo Delgado,These ads ran without a disclaimer,≤100
292281090892843,Todo un País,Todo un Pais,≤100
430415430643986,Oscar Hurtado,These ads ran without a disclaimer,≤100
553094124789694,Guillermo Cara,Guillermo Hernán Cara,≤100
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100
1187338514630380,El rincón de Cris,Elizabeth Belen Acevedo,≤100
129475240775639,Ale Miranda,Alejandro Nicolas Miranda,≤100
646582105434896,Roberto Juárez,These ads ran without a disclaimer,≤100
1689504854658434,Germán Palladino,These ads ran without a disclaimer,≤100
108079067629612,Jose Javier Galan,Jose Javier Galan,≤100
264821216984259,Cacerola de la política,These ads ran without a disclaimer,≤100
1491984484412073,Juan Casañas,Juan Francisco Casañas,≤100
271357293358897,Javier Fernandez,Javier Omar Fernandez,≤100
100927481418494,René Vicente Casas,Miguel Alexis Gutierrez,≤100
1565978637002247,Peteco Vischi,Eduardo Alejandro Vischi,≤100
1536635736584201,Autismo: Comunidad Mundial,These ads ran without a disclaimer,≤100
134278719946186,Bayer,These ads ran without a disclaimer,≤100
202366946787168,Bristol Business Management,These ads ran without a disclaimer,≤100
