Page ID,Page name,Disclaimer,Amount spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,1121
608975645850217,Vattenfall,Vattenfall Sverige,674
369582590803,Dagens ETC,ETC-tidningarna,609
126567104406,Hyresgästföreningen,Hyresgästföreningen,516
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,470
151159271594797,Systembolaget,Systembolaget,336
72659261793,Rädda Barnen,Rädda Barnen,313
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,272
162985227114132,Skellefteå Kraft,Skellefteå Kraft,226
161213770567846,Operation Smile Sverige,Operation Smile Sverige,220
95735961890,Greenpeace Sverige,Greenpeace Sverige,203
186513678039755,Fortum,Fortum Sverige,189
111630258867610,Röda Korset,Röda Korset,180
101341883359561,Matsmart Sverige,Matsmart,178
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),152
382243262003,Plan International Sverige,Plan International Sverige,149
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,130
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,127
643137272398136,Sverige för UNHCR,Sverige för UNHCR,123
19746853632,Djurens Rätt,Djurens Rätt,116
144395935966586,Generation Pep,Generation Pep,113
109886133732943,RESCUE - Sverige,RESCUE - Sverige,112
150057951690751,OKQ8,OKQ8,≤100
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
179931025357058,Kommunal,Kommunal,≤100
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,≤100
193309030695120,UR,UR,≤100
236879092476,Håll Sverige Rent,Håll Sverige Rent,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
59324455950,UNICEF Sverige,UNICEF Sverige,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
42676805259,Diakonia,Diakonia,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
98623096089,Lantmännen,Lantmännen,≤100
369122343101775,e.on,E.ON Sverige AB,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
2002046333202650,Bli nämndeman,Bli nämndeman,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
183512318424647,Magdalena Andersson,Socialdemokraterna,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
164539323567730,Moderaterna Karlskoga,Moderaterna i Karlskoga,≤100
111533101663869,Lekebergsträffen,Lekebergsträffen,≤100
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,≤100
175656912484553,Unionen,Unionen,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
181590825305317,COWI Sverige,COWI Sverige,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
212284955495610,Elektrikerna,Elektrikerna,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
518144408210153,Våra barns klimat,Våra barns klimat,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
412192732132640,ECPAT Sverige,ECPAT Sverige,≤100
125777020786691,Mikael Damberg,Socialdemokraterna,≤100
178362315106,European Parliament,European Parliament,≤100
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,≤100
261455205686,LRF,LRF,≤100
108492218918,IF Metall,IF Metall,≤100
273053169937029,ClimateHero,ClimateHero,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
128074247474,Björn Lundén,Björn Lundén AB,≤100
699391876922779,Veronica Magnusson,Veronica Magnusson,≤100
355819811185620,Arba Kokalari,Moderaterna,≤100
314283591054,Byggnads,Byggnads,≤100
94400267368,jagvillhabostad.nu,jagvillhabostad.nu,≤100
113710601984970,Barnfonden,Barnfonden,≤100
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,≤100
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
163820136238,LO Sverige,Landsorganisationen Sverige,≤100
166406746310,Resumé,Resumé,≤100
163305633746125,Karneval förlag,Holviks,≤100
