Page ID,Page name,Disclaimer,Amount spent (ZAR)
136956534616,Times LIVE,TimesLIVE,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
195909420099,Solidariteit,Solidariteit,≤100
102765088210163,Action SA,ActionSA,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
2145594122138312,Action Society,Action Society,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
100560018492548,Gogo Makhanyakude,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
165736836881428,GroundUp,GroundUp News NPC,≤100
117355827922055,Ian Kilbride,These ads ran without a disclaimer,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
629021617133721,Judges Matter,Judges Matter,≤100
286506558722350,Inside Politics,Inside Politics,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
10150139011205084,Cape Independence Party - Vote Capexit,Cape Independence Party,≤100
104883172658418,Mmeli Mkhonto,These ads ran without a disclaimer,≤100
309597192497421,Nehemiah Network,These ads ran without a disclaimer,≤100
1269614596416020,National Education Collaboration Trust,These ads ran without a disclaimer,≤100
336794296437261,DA GPL,DA Gauteng Provincial Legislature,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
113800037972992,Przyjaciele dla Ukrainy- Friends for Ukraine - Друзі для України,These ads ran without a disclaimer,≤100
