Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,1852
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,348
465235726843103,Ambev,Ambev,228
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,222
124463777940096,Deputado Roberto Costa,Jose Roberto Costa Santos,211
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,196
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",176
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,164
112830251033781,Tiger,GRUPO HEINEKEN,163
425215080864180,Pfizer Brasil,Pfizer,133
105772498865505,Celso Henrique,Celso Henrique,≤100
1395013197441419,Márcio Honaiser,Márcio Jóse Honaiser,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
115638388063911,ribeironeto.ma,Aires Do Espirito Santo Ribeiro Neto,≤100
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
1642624772620604,Raimundo Penha,Raimundo Ivanir Abreu Penha,≤100
142099522556207,Weverton,Weverton Rocha,≤100
107625143949627,Mariana Brito Soares,Mariana Brito Soares,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
160820277348919,Coren-RJ,Coren-RJ,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
197698930267127,Alana,Instituto Alana,≤100
382801662095447,Eric Costa,Wellryk Oliveira Costa Da Silva,≤100
1579489512299260,HOB - Hospital de Olhos,HOB - Hospital de Olhos,≤100
116457804718574,maranhaonewsbr,These ads ran without a disclaimer,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
112021296931600,Mônica Lopes,IBPOM,≤100
