Page ID,Page name,Disclaimer,Amount spent (SEK)
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1530
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,896
608975645850217,Vattenfall,Vattenfall Sverige,659
151159271594797,Systembolaget,Systembolaget,562
59324455950,UNICEF Sverige,UNICEF Sverige,509
109886133732943,RESCUE - Sverige,RESCUE - Sverige,409
111630258867610,Röda Korset,Röda Korset,383
279974638809211,Oxfam Sverige,Oxfam Sverige,290
382243262003,Plan International Sverige,Plan International Sverige,285
95735961890,Greenpeace Sverige,Greenpeace Sverige,271
114526821939129,Arla,Arla,246
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,207
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),192
237146235237,Timbro,Tankesmedjan Timbro,185
19746853632,Djurens Rätt,Djurens Rätt,182
239177706143268,Mobility Sweden,These ads ran without a disclaimer,169
162985227114132,Skellefteå Kraft,Skellefteå Kraft,164
72659261793,Rädda Barnen,Rädda Barnen,151
369582590803,Dagens ETC,ETC-tidningarna,143
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,134
101341883359561,Matsmart Sverige,Matsmart,119
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
42676805259,Diakonia,Diakonia,≤100
161213770567846,Operation Smile Sverige,Operation Smile Sverige,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
1405704066351809,Centerpartiet i Mörbylånga kommun,Emmy Johanna Ahlstedt,≤100
1757191391203190,Proethos fond,Proethos AB,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
179931025357058,Kommunal,Kommunal,≤100
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
111104573874805,Aktie-Ansvar,These ads ran without a disclaimer,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
110813562940,Vision,Vision,≤100
113710601984970,Barnfonden,Barnfonden,≤100
187832004591985,LO-distriktet i Småland och Blekinge,LO-distriktet i Småland och Blekinge,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
882970465088842,Svenskt Näringsliv Kalmar län,Svenskt Näringsliv,≤100
186513678039755,Fortum,Fortum Sverige,≤100
126567104406,Hyresgästföreningen,Hyresgästföreningen,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
125777020786691,Mikael Damberg,Socialdemokraterna,≤100
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
132934600111301,Skogsstyrelsen,These ads ran without a disclaimer,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
273053169937029,ClimateHero,ClimateHero,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",≤100
190362484322035,Komlitt förlag,Emma Holmström,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,≤100
116787001729336,Linköpings kommun,Linköpings kommun,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
382066395683576,Dustin,Dustin,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
124169784324008,Autism Sverige,These ads ran without a disclaimer,≤100
653072158104424,Emma Wiesner,Emma Wiesner,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,≤100
