Page ID,Page name,Disclaimer,Amount spent (BOB)
100301178044225,Viralcom,ViralComtv,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
128692467209771,Visita Cochabamba,Smart Group,≤100
116943271709470,De Tarija Lo Mejor,De Tarija..Lo mejor!!,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
104302605648398,Miguel Rejas,Miguel Rejas,≤100
620287951432994,Ministerio de Hidrocarburos y Energías,These ads ran without a disclaimer,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
856012741442139,Ipas LAC,NEUMA,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,≤100
1191448054213380,Coripata zona tradicional de la coca,These ads ran without a disclaimer,≤100
370615526396567,Pablo Arízaga Ruiz,Walter Pablo Arizaga Ruiz,≤100
385385178182941,SIGNUS Ecovalor,These ads ran without a disclaimer,≤100
181832185182705,Revista Gatopardo,These ads ran without a disclaimer,≤100
105653850798015,Marcelo Pedrazas,Erick Marcelo Pedrazas Lopez,≤100
241664783089008,Xin,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
