Page ID,Page name,Disclaimer,Amount spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,4370
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1366
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,1097
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,935
608975645850217,Vattenfall,Vattenfall Sverige,796
151159271594797,Systembolaget,Systembolaget,796
309657091388,Svenska Lottakåren,Svenska Lottakåren,781
161213770567846,Operation Smile Sverige,Operation Smile Sverige,673
109886133732943,RESCUE - Sverige,RESCUE - Sverige,615
59324455950,UNICEF Sverige,UNICEF Sverige,542
72659261793,Rädda Barnen,Rädda Barnen,496
126567104406,Hyresgästföreningen,Hyresgästföreningen,359
19746853632,Djurens Rätt,Djurens Rätt,338
162985227114132,Skellefteå Kraft,Skellefteå Kraft,332
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),326
382243262003,Plan International Sverige,Plan International Sverige,285
111630258867610,Röda Korset,Röda Korset,241
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,227
237813956289260,Maskrosbarn,Maskrosbarn,184
369582590803,Dagens ETC,ETC-tidningarna,174
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,174
45101268520,SSU,SSU,155
95735961890,Greenpeace Sverige,Greenpeace Sverige,152
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,123
18880778360,ActionAid Sweden,ActionAid Sweden,117
153270724787,Amnesty International Sverige,Amnesty International Sverige,102
42676805259,Diakonia,Diakonia,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
113710601984970,Barnfonden,Barnfonden,≤100
179931025357058,Kommunal,Kommunal,≤100
186513678039755,Fortum,Fortum Sverige,≤100
412192732132640,ECPAT Sverige,ECPAT Sverige,≤100
101314752343226,Malin Ragnegård,Kommunal,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
114262485262083,Konsumentverket,Konsumentverket,≤100
1451330355093804,Myndigheten för delaktighet,Myndigheten för delaktighet,≤100
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
56002955332,Jörgen Warborn,Moderaterna,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
146975975357378,Gudrun Sjödén Scandinavia,These ads ran without a disclaimer,≤100
173745622660246,Bring Sverige,Bring Sverige,≤100
178362315106,European Parliament,European Parliament,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
62185934430,Olof Palmes internationella center,Olof Palmes Internationella Center,≤100
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv Värmland,≤100
235650011981,SPF Seniorerna,SPF Seniorerna,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
663616997091598,Sverigedemokraterna Storfors,SD Storfors,≤100
34780126150,Miljöpartiet de gröna,Miljöpartiet de gröna,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,≤100
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,≤100
547965058654664,MyRight - Empowers people with disabilities,MyRight - Empowers people with disabilities,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
106579105171694,ETC nyhetsmagasin,ETC Media AB,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,≤100
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,≤100
208751565805849,Stiftelsen Expo,Stiftelsen Expo,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
171312316271928,Brottsofferjouren Värmland,Brottsofferjouren Värmland,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
102115772635130,Uppdrag: Utrota fattigdomen,Diakonia,≤100
367595583351599,Sändaren,Verbum,≤100
163305633746125,Karneval förlag,Holviks,≤100
149155351773944,SEB,SEB,≤100
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,≤100
1385518054915831,Bobbi Bear Sweden,Bobbi Bear Sweden,≤100
24574889995,Charlie Weimers MEP,Charlie Weimers,≤100
