Page ID,Page name,Disclaimer,Amount spent (ZAR)
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
229641360457150,Good Governance Africa,Good Governance Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
136956534616,Times LIVE,TimesLIVE,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
