Page ID,Page name,Disclaimer,Amount spent (JPY)
1904070096535109,スマート選挙,株式会社センキョ,1224
475681929154100,国連UNHCR協会,国連UNHCR協会,722
208661552479830,日本財団,Shigeru Fujita,548
486499008189961,Inspire（インスパイア）：地方創生イノベータープラットフォーム,一般社団法人INSPIRE,279
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,194
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,≤100
881025135256351,Japan In-depth,Japan In-depth,≤100
544702409046206,手相の見方大事典テソペディア,株式会社Qu Creation,≤100
603731356470113,関西学院大学　診療所を中核とした地域医療経営人材育成プログラム,関西学院大学専門職大学院　経営戦略研究科,≤100
313006265799765,都民ファーストの会 滝田やすひこ （前 東京都議会議員 / 八王子市選出）,都民ファーストの会　滝田やすひこ,≤100
151214938794853,ミエセン,ジャッグジャパン株式会社,≤100
110291568139795,薄毛応援ラボ,These ads ran without a disclaimer,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
107190895491621,大富豪の投資術 Investment College,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
676655469036670,松下政経塾,松下政経塾,≤100
1590535061243274,精神障害当事者会ポルケ,Yuhei Yamada,≤100
115247946520017,電波オークションを実現する会,Mitsumasa Kato,≤100
113041951038240,もぅ手遅れなのか？選挙の落選前に絶対やるべき「どぶ板の政治活動」は、選挙ドットウィン！緊急相談窓口「03-6915-2310」,僕俺株式会社,≤100
249029655198193,将星国際特許事務所,将星国際特許事務所,≤100
102846075845429,Equitable Education Fund Thailand,These ads ran without a disclaimer,≤100
