Page ID,Page name,Disclaimer,Amount spent (GBP)
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,255
7715002593,UNICEF UK,Unicef UK,≤100
311627208673,WWF UK,WWF UK,≤100
799576543492660,The Week Junior,The Week Junior,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
158077247591710,Refuge,Refuge,≤100
1414985198733772,Jim Allister,Traditional Unionist Voice,≤100
106946654868342,Water's Worth Saving,Water UK,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
394936823930287,Age International,Age International,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
112712550420527,Sumofus UK,SumOfUs,≤100
18044497940,Plan International UK,Plan International UK,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
175584152579855,Unite the union,Unite the union,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
177855115588808,The Week UK,The Week UK,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
139695000173,Good Energy,Good Energy,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
103835971750,Orbis UK,Orbis UK,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100
18933154958,CARE International UK,CARE International UK,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
353224381469808,ifaw,IFAW,≤100
185095311610804,Nerve Centre,Nerve Centre,≤100
287501884208,Met Office,Met Office,≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
117230778296352,Sky,Mediacom,≤100
6233536938,War Child UK,War Child UK,≤100
112845639376,Refugee Action,Refugee Action,≤100
218215475580593,Cllr Gary McKeown,Gary McKeown,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100
11965205188,Practical Action,Practical Action,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
107487588684369,Cllr Christine McFlynn- Magherafelt SDLP,Ryan Joseph Oneill,≤100
101255718164248,350 UK,350.org,≤100
275241295879466,Blind Veterans UK,Blind Veterans UK,≤100
358706239805,Scope,Scope,≤100
8422578815,Soil Association,Soil Association,≤100
490007667679401,Hugh James,Hugh James,≤100
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100
102734363097680,Group B Strep Support (GBSS),Group B Strep Support (GBSS),≤100
8423257659,Simon Brodkin,Avalon,≤100
249209468838241,Good Law Project,Good Law Project,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
10986039307,VSO,VSO,≤100
18366996074,War on Want,War on Want,≤100
290498754454402,European Movement UK,European Movement UK,≤100
110538548040758,Care2 UK,John Ayling & Associates,≤100
358126247463,Speech and Language UK,Speech and Language UK,≤100
352254431506201,Shout Out UK,Shout Out UK,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
6406164817,Viva!,Viva! Vegan Charity,≤100
134213516600832,Logistics UK,Logistics UK,≤100
246973468695197,Pan Macmillan,Pan Macmillan,≤100
105213446201178,International Justice Mission,International Justice Mission,≤100
601388547012748,Ecologi,Ecologi,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100
134271016653249,World Jewish Relief,World Jewish Relief,≤100
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,≤100
326115837721445,GUNNA,Gunna,≤100
740454639356216,Mickey Ruane,South Down Sinn Féin,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
18933990398,Stonewall,Stonewall UK,≤100
1689013614665814,HEINEKEN UK,HEINEKEN UK,≤100
20583485166,Diabetes UK,Diabetes UK,≤100
169042736456594,All Out,All Out,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
97708339756,Action for Children,Action for Children,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
13533633585,National Trust,National Trust,≤100
794490553914304,Dr. Nina Ansary,These ads ran without a disclaimer,≤100
401847960644025,Extinction Rebellion UK,Extinction Rebellion,≤100
195379617215334,Childs Farm,These ads ran without a disclaimer,≤100
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100
313376249090900,The Humane League UK,The Humane League UK,≤100
231560673534071,The Institute of Art and Ideas,The Institute of Art and Ideas,≤100
346684596111093,KinKind,KinKind Ltd,≤100
77680316823,Finisterre,Finisterre,≤100
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
1731766737063825,Greenspark,Greenspark,≤100
21517406388,Trees for Cities,Trees for Cities,≤100
101183108039162,P1vital,P1vital,≤100
202480635550,Care,CARE,≤100
569834799727730,National Grid UK,National Grid UK,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
101055248456891,Race Equality Matters,Race Equality Matters,≤100
183026535040943,International Tree Foundation,International Tree Foundation,≤100
106182840998338,Sinead McLaughlin MLA,Sinead McLaughlin MLA,≤100
37981137361,The Children's Society,The Children's Society,≤100
484347364910183,Tate Collective,These ads ran without a disclaimer,≤100
157492274367801,Cruelty Free International,Cruelty Free International,≤100
230343220395979,NOW,Mediacom UK,≤100
105057779144316,Balance Power,Balance Power,≤100
104026655940699,Aspirant Plus,These ads ran without a disclaimer,≤100
103809808881643,Happy St. Patrick's Day,These ads ran without a disclaimer,≤100
113365248330127,Qlamm,These ads ran without a disclaimer,≤100
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100
238394282845251,The Big Issue,The Big Issue,≤100
1689013614665814,HEINEKEN UK,These ads ran without a disclaimer,≤100
12887299861,Warwick Economics Summit,Warwick Economics Summit,≤100
2015966338421658,Kids Operating Room,Kids Operating Room,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
403877409786180,Great Commission Society,Great Commission Society,≤100
397367290369272,Project Solar UK,Project Solar UK,≤100
45599299724,Atlantic Books,Atlantic Books Ltd,≤100
112338331222454,Private Medical Practice - MK18,Private Medical Practice - MK18,≤100
100771226087265,Susie's Tips,Susie's Tips,≤100
110133689018711,Prostate Cancer Research,Prostate Cancer Research,≤100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
968710993159129,Quarto Kids,Quarto Kids,≤100
47496679743,The Climate Coalition,The Climate Coalition,≤100
13467389881,Cranfield University,Cranfield University,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
342382261712,The Scottish Farmer,The Scottish Farmer,≤100
