Page ID,Page name,Disclaimer,Amount spent (GBP)
100465485648,British Gas,British Gas,239
220543443746,International Rescue Committee - UK,International Rescue Committee UK,174
7715002593,UNICEF UK,Unicef UK,131
311627208673,WWF UK,WWF UK,≤100
21242962092,ClientEarth,ClientEarth,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
7214031395,Oxfam Great Britain,Oxfam Great Britain,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
26698813123,British Red Cross,British Red Cross,≤100
106946654868342,Water's Worth Saving,Water UK,≤100
353224381469808,ifaw,IFAW,≤100
102639461303190,Fair Pay For All,Fair Pay For All,≤100
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,≤100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
368213053329553,"Department for Business, Energy and Industrial Strategy",These ads ran without a disclaimer,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
799576543492660,The Week Junior,The Week Junior,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,≤100
170911309781648,Veganuary,Veganuary,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,≤100
139695000173,Good Energy,Good Energy,≤100
177855115588808,The Week UK,The Week UK,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
8270524646,Alzheimer's Society,Alzheimer's Society,≤100
6708565748,CBM UK,CBM UK,≤100
40409120801,Refugee Council,Refugee Council,≤100
730993880393394,Michelle O'Neill,Sinn Féin,≤100
6233536938,War Child UK,War Child UK,≤100
37981137361,The Children's Society,The Children's Society,≤100
116625838402686,FareShare,FareShare,≤100
10986039307,VSO,VSO,≤100
101255718164248,350 UK,350.org,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
97116898596,Sightsavers,Sightsavers,≤100
112845639376,Refugee Action,Refugee Action,≤100
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100
18044497940,Plan International UK,Plan International UK,≤100
169042736456594,All Out,All Out,≤100
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
358706239805,Scope,Scope,≤100
158077247591710,Refuge,Refuge,≤100
290498754454402,European Movement UK,European Movement UK,≤100
88845925295,Fairtrade Foundation,Fairtrade Foundation,≤100
113277290454039,Common Seas,Common Seas,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,≤100
10499876484,Compassion in World Farming,Compassion in World Farming,≤100
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100
146360222095113,Release International,Release International,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
134271016653249,World Jewish Relief,World Jewish Relief,≤100
1701849696765542,Prysmian UK,Prysmian UK,≤100
13533633585,National Trust,National Trust,≤100
97283538614,Cool Earth,Cool Earth,≤100
1721275931466984,The Reclaim Party,The Reclaim Party,≤100
32514078659,Liberty,Liberty,≤100
569834799727730,National Grid UK,National Grid UK,≤100
2015966338421658,Kids Operating Room,Kids Operating Room,≤100
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,≤100
26321373907,AKT,akt (Albert Kennedy Trust),≤100
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,≤100
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,≤100
112712550420527,Sumofus UK,SumOfUs,≤100
163273590367943,Elton John AIDS Foundation,Elton John AIDS Foundation,≤100
329002307237063,Providence Row Housing Association,Sirman and Lee,≤100
313376249090900,The Humane League UK,The Humane League UK,≤100
105213446201178,International Justice Mission,International Justice Mission with Facebook Ad Credits,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
109997088627862,Lyfecycle,Lyfecycle,≤100
6406164817,Viva!,Viva! Vegan Charity,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
249209468838241,Good Law Project,Good Law Project,≤100
64955332909,Sage,Sage,≤100
183831360784,Theirworld,Theirworld,≤100
8422578815,Soil Association,Soil Association,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,≤100
490007667679401,Hugh James,Hugh James,≤100
21517406388,Trees for Cities,Trees for Cities,≤100
617476271637848,Usdaw Union,"the Union of Shop, Distributive and Allied Workers",≤100
1044234978973335,Factor 8,Factor 8,≤100
109500543281,Hope for Justice,Hope for Justice,≤100
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100
1593820680884174,Ocean Generation,Ocean Generation,≤100
108284005460782,"The Technology, Democracy, and Cognition Group at UoB",The University of Bristol,≤100
