Page ID,Page name,Disclaimer,Amount spent (CAD)
107385241806,Plan International Canada,Plan International Canada,252
281999881613,World Vision Canada,World Vision Canada,242
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),167
98963682935,Canadian Feed The Children,Canadian Feed The Children,157
115835521825983,UNHCR Canada,UNHCR Canada,134
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,≤100
195227957225519,Dairy Farmers of Canada,Dairy Farmers of Canada,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
176192086330853,Elizabeth Smith-McCrossin,ELIZABETH ANNE SMITH-MCCROSSIN,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
113707256426,Rachel Notley,Alberta's NDP,≤100
6695079125,TD,TD Bank Canada,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
312380892116930,Cuso International,Cuso International,≤100
1671097993122619,Children Believe,Children Believe,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
1530293140634544,"No Options, No Choice","No Options, No Choice Project",≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
541315122557352,CODE NGO,CODE NGO,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
7787249430,Canadian Wildlife Federation / Fédération canadienne de la faune,Canadian Wildlife Federation,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
49507049030,Food Network Canada,Corus Entertainment Inc.,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
353695508437982,Oceans North,Oceans North,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
317980174908431,"Richmond County, NS",Municipality of the County of Richmond,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
148506965209288,Operation Eyesight Universal,Operation Eyesight,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
116486331729420,350 Canada,350 Canada,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
