Page ID,Page name,Disclaimer,Amount spent (SEK)
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,1862
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,717
608975645850217,Vattenfall,Vattenfall Sverige,464
111630258867610,Röda Korset,Röda Korset,451
643137272398136,Sverige för UNHCR,Sverige för UNHCR,403
95735961890,Greenpeace Sverige,Greenpeace Sverige,359
382243262003,Plan International Sverige,Plan International Sverige,337
109886133732943,RESCUE - Sverige,RESCUE - Sverige,310
114526821939129,Arla,Arla,303
237146235237,Timbro,Tankesmedjan Timbro,253
72659261793,Rädda Barnen,Rädda Barnen,213
162985227114132,Skellefteå Kraft,Skellefteå Kraft,205
369582590803,Dagens ETC,ETC-tidningarna,200
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),197
19746853632,Djurens Rätt,Djurens Rätt,174
279974638809211,Oxfam Sverige,Oxfam Sverige,173
103487509736810,Socialdemokraterna i  Gävleborg,Socialdemokraterna i Gävleborg,171
101341883359561,Matsmart Sverige,Matsmart,146
59324455950,UNICEF Sverige,UNICEF Sverige,122
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,112
186513678039755,Fortum,Fortum Sverige,109
103296115466644,Skattenytta,Kommissionen för Skattenytta,104
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
127624557250669,Miljöpartiet de gröna Gävle,Sabina Rossini,≤100
42676805259,Diakonia,Diakonia,≤100
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
320930784643530,Storasyster,Storasyster,≤100
179931025357058,Kommunal,Kommunal,≤100
161213770567846,Operation Smile Sverige,Operation Smile Sverige,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
190362484322035,Komlitt förlag,Emma Holmström,≤100
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
106579105171694,ETC nyhetsmagasin,ETC Media AB,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
126567104406,Hyresgästföreningen,Hyresgästföreningen,≤100
183512318424647,Magdalena Andersson,Socialdemokraterna,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
382066395683576,Dustin,Dustin,≤100
273053169937029,ClimateHero,ClimateHero,≤100
171919835807,TCO,TCO,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
163305633746125,Karneval förlag,Holviks,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,≤100
872493709501005,Svenskt Näringsliv Gävleborg,Svenskt Näringsliv,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
157119161088089,Älvkarlebymoderaterna,Älvkarlebymoderaterna,≤100
122512491125750,Ängelholms kommun,Ängelholms kommun,≤100
166089953424403,Equmeniakyrkan,Equmeniakyrkan,≤100
113710601984970,Barnfonden,Barnfonden,≤100
127535893942048,Folkhögskolorna,Folkhögskolorna,≤100
114207471980575,Brightnestgroup,Brightnest,≤100
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,≤100
253510692370,Arbetaren,Arbetaren,≤100
119667469320,Tallink Silja Sverige,These ads ran without a disclaimer,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
358786473035,Fagerhult,Fagerhults Belysning AB,≤100
166406746310,Resumé,Resumé,≤100
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
105345278410827,Frälsningsarméns sociala arbete,Frälsningsarmén,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
653072158104424,Emma Wiesner,Emma Wiesner,≤100
1089666701084947,Timbro förlag,Timbro Förlag,≤100
1005361066218702,Norrtåg,Norrtåg,≤100
337086006951883,Jessica Polfjärd,Moderaterna,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
102047841300033,existera.org,existera.org,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
114033205273395,Svenska Burmakommittén,Svenska Burmakommittén,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
674587155946349,NA Förlag AB,These ads ran without a disclaimer,≤100
196203337117224,Humanisterna,David John Ronnegard,≤100
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
120745044633792,Lunds universitet,Lunds universitet,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
841675695959993,Energiföretagen Sverige,Energiföretagen Sverige,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
2265392953716988,Ilan De Basso,Socialdemokraterna i Europaparlamentet,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
774792785975042,Studieförbundet Vuxenskolan,Studieförbundet Vuxenskolan,≤100
273402369438867,By Billgren,By Billgren AB,≤100
197762513603868,MÄN,MÄN,≤100
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,≤100
158161947576383,Skolverket,Josefin Zachrisson,≤100
340169928419,Hotell- och restaurangfacket,Hotell- och restaurangfacket,≤100
690167674732029,Lena Hallengren,Socialdemokraterna,≤100
17775970938,Cancerfonden,Cancerfonden,≤100
150453111655854,Folkbildningsrådet,Elin Sundling,≤100
217391588404948,Katalys,Katalys,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
175656912484553,Unionen,Unionen,≤100
187832004591985,LO-distriktet i Småland och Blekinge,LO-distriktet i Småland och Blekinge,≤100
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,≤100
450481758311196,Moderaterna i Solna,Moderaterna i Solna,≤100
124892400864698,Företagarna,Företagarna,≤100
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
94400267368,Jagvillhabostad.nu,jagvillhabostad.nu,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
125777020786691,Mikael Damberg,Socialdemokraterna,≤100
