Page ID,Page name,Disclaimer,Amount spent (GTQ)
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,320
331961940541181,Partido Victoria,Partido Político Victoria,≤100
164054510913858,Mazatenango Informátivo,Mazatenango Informátivo,≤100
103529875762960,CABAL Chicacao,CABAL Chicacao,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,≤100
110582257361172,Partido Azul,Partido Azul,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
856012741442139,Ipas LAC,NEUMA,≤100
103529875762960,CABAL Chicacao,These ads ran without a disclaimer,≤100
112086655128494,Danilo Mazariegos,Dilan Daniel,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
391831020911364,Luis Carlos Rivero - Fondista -,Luis Carlos Rivero - Fondista -,≤100
119057720784594,El Búho,El Búho,≤100
111083754946084,Partido Humanista San Marcos -PHG-,Partido Humanista San Marcos -PHG-,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
357764431229,Center for Justice and International Law-CEJIL,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
