Page ID,Page name,Disclaimer,Amount spent (GBP)
102639461303190,Fair Pay For All,Fair Pay For All,590
7715002593,UNICEF UK,Unicef UK,380
106626487721376,Amazon Europe,Amazon Europe,323
311627208673,WWF UK,WWF UK,313
9250349228,Greenpeace UK,Greenpeace UK,217
186622728032,RSPB,RSPB,157
345463602161853,bp,bp,156
101558386889,Shelter Scotland,Shelter Scotland,137
7043497714,Christian Aid,Christian Aid,112
47612991154,Dignity in Dying,Dignity in Dying,110
799576543492660,The Week Junior,The Week Junior,104
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),≤100
167898406587045,Holiday Extras,Holiday Extras,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
10677003998,Shelter,Shelter,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
314545075249245,Glasgow City Council,Spiritmedia Ltd.,≤100
403187191250,Soccer Aid,UNICEF UK,≤100
59367068326,The Ramblers,The Ramblers,≤100
111890118077986,Diesel Emissions,Diesel Emissions,≤100
177855115588808,The Week UK,The Week UK,≤100
569834799727730,National Grid UK,National Grid UK,≤100
10114144851,NSPCC,NSPCC,≤100
18933990398,Stonewall,Stonewall UK,≤100
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,≤100
220513170893,Ripple Effect,Send a Cow,≤100
1489996567963987,Jackson Carlaw MSP,Jackson Carlaw MSP,≤100
693990677314288,Royal London,Royal London,≤100
310039442421596,Scottish Labour Party,Scottish Labour Party,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
175338329150218,Help For Heroes,Help for Heroes,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
40952091012,Asthma + Lung UK,Asthma + Lung UK,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
353224381469808,ifaw,IFAW,≤100
127031794038958,Blue Marine Foundation,Blue Marine Foundation,≤100
26698813123,British Red Cross,British Red Cross,≤100
158077247591710,Refuge,Refuge,≤100
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
1382543595173440,Humane Society International - UK,Humane Society International - UK,≤100
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100
169042736456594,All Out,All Out,≤100
13047522725,Crimestoppers,Crimestoppers,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
112845639376,Refugee Action,Refugee Action,≤100
47496679743,The Climate Coalition,The Climate Coalition,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
131891836851920,MAF UK,Mission Aviation Fellowship UK,≤100
