Page ID,Page name,Disclaimer,Amount spent (INR)
104211439033799,Jagane Kavali,Jagane Kavali,7090
101079482952181,Gowtham Model Schools HYD,These ads ran without a disclaimer,3989
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),1645
23802140373,Accenture,These ads ran without a disclaimer,1468
204744199661412,Shias of  Hyderabad,Syed Riyazuddin Hyder,1332
108935364979003,Ragidi Laxma Reddy,Laxmareddy Ragidi,1258
21169267101,Give,Give,1074
102918389385564,Anjaiah Yadav Yelganamoni MLA,Anjaiah Yelganamoni,1071
137234473729985,Subhash  Rathod,Subhash V Rathod,961
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,768
109470364774303,Ellorum Nammudan,Ellorum Nammudan,745
1331545046906640,Gottumukkala Venkateshwara Rao,Venkateswar Rao Gottumukkala,705
411129449009589,K.C. Venugopal,K.C. Venugopal,699
100907784722781,QR 678,QR 678,651
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,641
1399553863632546,Kolan Hanmanth Reddy,Kolan Hanmanth Reddy,623
107395897271506,Kutumb,Swatantra Verma,548
104052753400618,Union Bank of India,Goldmine Advertising Limited,525
1807519542876457,Singireddy Hari Vardhan Reddy,S Harivardhan Reddy,514
101031682657397,Koppula Mahesh Reddy,K Mahesh Reddy,507
110218775247217,Dr Gadala Srinivasa Rao,Srinivasa Rao Gadala,506
404746486258732,Project Nanhi Kali,Project Nanhi Kali,487
335846976546817,Mandumula Parmeshwar reddy,Reddy Prasad  Koorapati Venkata,484
330760810293224,HelpAge India,HelpAge India,456
104516512296314,Kartikeya Sharma,Kartikeya Sharma,400
279514716011469,Myadam Balakrishna,Myadam Balakrishna,399
107334185444129,Charitism Global,Charitism Global,385
138323482894268,Taruni,Taruni,363
104888181587151,CV Chandrashekar,CV Chandrashekar,333
123405501008524,Mercedes-Benz India,Mercedes-Benz India,326
640256746104553,Business Mentor,Srinivas S,324
114233898263244,Indian Compass Videos,theindiancompass.com,323
449378495112356,Swades Foundation,Swades Foundation,310
100951526940719,Dasari Manohar Reddy,Dasari Manohar Reddy,305
126995691490633,Chinthakunta Vijaya Ramana Rao,Chinthakunta Vijayaramana Rao,303
479998865355592,Aditya Birla Group,Aditya Birla Group,294
102976016109737,AP With Lokesh,Politics for Impact,259
106461617679070,Meta,Facebook Inc.,248
523982041025646,Rakesh Reddy Anugula,Rakesh Reddy Anugula,247
1372667142873942,S-Team Services,S-Team Services,236
103567102688791,Aam Karobari,Kabir Singh Virk,216
26781952138,The Times of India,The Times of India,200
104597921600791,Mana Telangana Kosam,Ramesh Tamannagari,198
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,177
276512419511205,Kathi Karthika,Policy Briefcase,172
603896406426611,Charan Koushik yadav,Charan Koushik yadav,165
354397697217,IEEE Xplore,These ads ran without a disclaimer,164
2311958942397451,Aadhan Telugu,Aadhan Media Pvt Ltd,163
797927846899300,Flag Foundation of India,Flag Foundation of India,161
594856377269199,Dandem Ram Reddy,Dandem Ram Reddy,158
107153958711155,South First,South First,148
107039538786110,Shivakanth Mahajan,Shivakanth Mahajan,130
698096280212576,Bhatti Vikramarka Mallu,Bhatti Vikramarka Mallu,128
118227367824577,Garuda Aerospace Pvt Ltd,Garuda Aerospace Pvt Ltd,125
116383754696955,Antardhwani - The Inner Voice,Antardhwani,122
33497111948,Child Rights and You,Child Rights and You,121
104083911479137,HLV Graphics,Tata Lavanya,117
177716688921652,Symphony,These ads ran without a disclaimer,112
109761007457435,SriGanesh - Cantonment,Sriganesh Narayanan,111
100192125372848,Sambaiah Koraboina,Sambaiah Koraboina,≤100
112783995126450,Dr. Saket Bhargava,Saket Bhargava,≤100
322406674571533,Jonnalagadda Padmavathy,Aluru Erriswami Reddy,≤100
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,≤100
104736419210593,PACE INDIA,PACE INDIA,≤100
112183341827882,Godavari Online,Pinninti Mounika,≤100
119302231126007,BJP Hanumakonda Assembly,Praveen Reddy Naredla,≤100
106842235006487,HyderabadyouDeserve,Ramesh Tamannagari,≤100
575110236274200,Kaiseinhindi.com,These ads ran without a disclaimer,≤100
1007918565944825,JayaPrakashBharat,Dornala Jaya Prakash,≤100
295639383836442,Agewell Foundation,Aanchal Gupta,≤100
106240464785356,Anna Rambabu,Vutla Vinod,≤100
132689140088396,smilefoundation,smilefoundation,≤100
786375668218481,Brides Today India,These ads ran without a disclaimer,≤100
106793072059605,Police Chandra Shekhar Reddy - Makthal Constituency,Morthala Rajesh,≤100
109545244848137,Crafto,Kutumb App,≤100
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,≤100
108666228855496,Ashok Kheny For Bidar,Sai Kishor Thatikanti,≤100
670321879700525,Swarajya,Swarajya,≤100
107677525625856,Youth For Ashok Kheny,Sai Kishor Thatikanti,≤100
110694598653936,Ashok Kheny Team,Sai Kishor Thatikanti,≤100
111271545234047,Telangana Singidi,Pudari Prashanth,≤100
116476584663869,Sirikonda Madhusudanachary,Sirikonda Madhusudanachary,≤100
105596701293129,Ayodhya Development Authority,Sandeep Kumar Sharma,≤100
285029500623,CARE India,CARE India,≤100
101394596261912,Bidar South Congress,Sai Kishor Thatikanti,≤100
301902473766068,முதல்வன் OPS,முதல்வன் OPS,≤100
758732480809533,Marri Adithya Reddy,Ramesh Tamannagari,≤100
160271429148070,Vikram Goud,Vikram Goud,≤100
100546863013383,I Support Ashok Kheny,Sai Kishor Thatikanti,≤100
103251851710926,Akula Srivani,Anjan Kumar Akula,≤100
103388985838832,Womens For Ashok Kheny,Womens For Ashok Kheny,≤100
102283268047740,Hisense,These ads ran without a disclaimer,≤100
270666596375251,Jhatkaa.org,Jhatkaa.org,≤100
100735178208398,Udyami India,Samadhan Samiti,≤100
101781252334419,Brandscouncil Ratings,Council for Brand Business Promotions & Research,≤100
112984114620013,Kandi Srinivasa Reddy,Srinivasa Reddy Kandi,≤100
316991888349139,One School At A Time (OSAAT),OSAAT EDUCATIONAL CHARITABLE TRUST,≤100
854749571366180,Silpa Ravi Reddy,Ravi Chandra Kishore Reddy Singareddy,≤100
100974976268078,Thp Gift,Lata Vani,≤100
524665794408050,CASA,Arushi Narchal,≤100
519296628180189,K. Manik Rao,Mithun Raj Koninty,≤100
1644165492504830,Anekal Ramoji Gowda,Ramoji Gowda,≤100
495371534202289,Avanthi Srinivasa Rao,Sunraise Websolutions Pvt Ltd,≤100
105411252517837,Ashok Kheny For Bidar South,Sai Kishor Thatikanti,≤100
100579492974806,गरीबों का मोदी,गरीबों का मोदी,≤100
101442886255228,Only Kheny Can Do It,Sai Kishor Thatikanti,≤100
165714096933078,Piyush Goyal,Piyush Goyal,≤100
101843749562808,Lingala Hari Goud,politicalvoicenews.com,≤100
408255699307921,Dr. Manoj Rajoria,Saurabh Saini,≤100
2238940452991193,Santosh Pandey,Kunal Jitendra Ajmera,≤100
100196004828444,North Eastern Council,Sourabh Arvind Dubey,≤100
105671775473178,Jan Suraaj,Jan Suraaj,≤100
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,≤100
393768164105774,Parimal Nathwani,Parimal Nathwani,≤100
102447714973094,Yusuf Salahuddin,Yusuf Salahuddin,≤100
122131984855152,Dr. Debraj Shome,Dr. Debraj Shome,≤100
685881558130468,Kamal Nath,Kamal Nath,≤100
103767744732591,Mindcoach Swati,These ads ran without a disclaimer,≤100
104071715577392,SK International Sainik School Retharedharan - Sangli,Sanket Vinodkumar Surana,≤100
140930379388330,Kishan Reddy Gangapuram,Kishan Reddy Gangapuram,≤100
104311631954217,Pharma Simplified,Dawa Charcha,≤100
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,≤100
253882521658554,Dr Somya Gurjar,Rajesh Goutam,≤100
100475508592062,Sitaram Poswal,Bhagatsingh,≤100
552159824873262,Kethireddy M.L.A,Venkata Krishna Reddy Kethireddy,≤100
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,≤100
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100
144288257791875,धीरेन्द्र प्रताप सिंह 'धीरू',Arvind Kumar Vishwakarma,≤100
204318116677554,National Herald,National Herald,≤100
1464414077034071,BJP ST Morcha,Bhavesh Govindbhai Lodha,≤100
