Page ID,Page name,Disclaimer,Amount spent (RON)
178362315106,European Parliament,European Parliament,≤100
1058116737612843,USR,Uniunea Salvați România,≤100
102601499822802,RMDSZ,RMDSZ,≤100
163943696987223,Ziarul Puterea,Ziarul Puterea,≤100
103699915626820,NyárON Szereda,NyárON Szereda,≤100
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,≤100
990747367737692,Cătălin Drulă,Uniunea Salvați România,≤100
708767705922205,Eurotrans Alapítvány,Eurotrans Alapítvány,≤100
1559885467641191,Râul Alb,Râul Alb,≤100
675042232534141,Vincze Loránt,Vincze Loránt,≤100
747983061916032,Átlátszó Erdély,Átlátszó Erdély,≤100
107898832590939,European Commission,European Commission,≤100
364457997442201,Iskola Alapítvány,Iskola Alapítvány,≤100
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,≤100
102106432515274,Partidul Patriotilor,Partidul Patriotilor,≤100
1560147330888040,Winkler Gyula,Winkler Gyula,≤100
731035500293728,Siegfried Muresan,Siegfried Muresan,≤100
188113901227053,Maszol.ro,Maszol.ro,≤100
552203444833617,e.on,These ads ran without a disclaimer,≤100
1208682419220715,Sorin Grindeanu,Partidul Social Democrat,≤100
177992992396061,SenioriNET,SenioriNET,≤100
494469087244449,Eugen Tomac,Eugen Tomac,≤100
109445158308624,De fapt,DeFapt.ro,≤100
215328865181171,Borboly Csaba,Borboly Csaba,≤100
114319753592403,AFACERI.news,Horia-Marius Bogdan,≤100
220579784732993,Daniel Buda,Buda Daniel,≤100
293443534092169,Victor Negrescu,Victor Negrescu,≤100
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Gabriel Bujor,≤100
102743169253473,Reciclăm în România,Reciclăm în România,≤100
1491544234239734,Forța Dreptei,Forta-Dreptei,≤100
105115482259225,Barabási Antal Szabolcs,Barabási Antal Szabolcs,≤100
509479962851716,Alexandru Kocsis,Romanii trebuie sa stie,≤100
110980981783633,Modernizăm România,Partidul National Liberal,≤100
207741001672,Speranta pentru Romania,Speranta pentru Romania,≤100
100348189494015,Robert Vitoș,Robert Vitos,≤100
584344544984686,Constructii Erbasu,These ads ran without a disclaimer,≤100
600025356762034,Carina Pflege Locuri de munca Germania,Olimpia Schugar,≤100
412140715514446,Florin-Alexandru Alexe,Florin-Alexandru Alexe,≤100
149371012371397,Newsweek Romania,Newsweek Romania,≤100
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,≤100
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,≤100
109983011774065,Proiectul Romania 2030,Sociallite Media Solutions,≤100
101340741758468,Radu Pescar,Pescar Radu Mircea,≤100
137651470305528,Federația Patronală Petrol și Gaze,Federatia Patronală Petrol și Gaze,≤100
201920416986321,EM360 Studio,EM360 cu Adi Maniutiu,≤100
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,≤100
291132089193,Greenpeace Romania,Greenpeace Romania,≤100
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,≤100
109849657256655,60m.RO,60M.RO,≤100
341681143137627,Bíró Barna Botond,Bíró Barna-Botond,≤100
939093039450192,PS News,PS News,≤100
1190871690932388,New Star Online TV,NewStarOnlineTV,≤100
502514186907494,Apa Noastră,Mihnea Eugen Pospai,≤100
101763692272709,Avocat Ciuchi Elena-Corina,Cabinet de Avocat CIUCHI Elena-Corina,≤100
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,≤100
289324877762564,Expert Forum (EFOR),Expert Forum (EFOR),≤100
102410783138358,Anuntul Telefonic,Anuntul Telefonic SRL,≤100
106010387931066,Dumitru Viorel Focșa,Dumitru Viorel Focșa,≤100
131027970242795,Capital România,Capital România,≤100
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,≤100
103640708229788,Laurențiu Marin,Laurentiu-Daniel Marin,≤100
104519198394311,Rareș Hopincă,Rares Hopinca,≤100
100405011855388,Oana Cambera,Cabinet Deputat Oana Cambera,≤100
211931302217969,Organizația Umanitară CONCORDIA,Organizația Umanitară CONCORDIA,≤100
181221645364365,Carmen Avram,Carmen Avram,≤100
2443020582586584,Romania Eficienta,Romania Eficienta,≤100
1634415100191327,Oana Marciana Özmen,Oana Marciana Özmen,≤100
370816919755641,Bogdan Huţucă,Partidul National Liberal- Filiala Constanta,≤100
100491781650498,Premierul Nostru,Premierul Nostru,≤100
428941830493010,Bankwatch Romania,Bankwatch Romania,≤100
100872245631464,AEM Holding,AEM Holding,≤100
827831393930594,Alin Ignat,IGNAT ION-ALIN-DAN,≤100
112130176975380,Radu Ghidău,Radu Ghidau,≤100
111190480252428,Radu Molnar,Radu Iulian Molnar,≤100
668129379887378,Dan Motreanu,Dan Motreanu,≤100
105161319151880,Cosmin Dan Badea,Dan-Cosmin Badea,≤100
157785927628662,Cristina Rizea,Cristina Camelia Rizea,≤100
101380722809080,Fundația Dana Voiculescu pentru solidaritate,FDVS,≤100
109696355048205,Sens Politic,Fundația Corneliu Coposu,≤100
451828438188746,Cosuri-nuiele,These ads ran without a disclaimer,≤100
104845102416378,Centrul pentru Studii Politice și Sociologice,CSPS,≤100
321896004518929,Ioan Mang,Ioan Mang,≤100
112776430629875,Constanta Tv,Emil Mihail Tatu,≤100
1498149113813076,Florin Cîţu,CITU FLORIN-VASILE,≤100
103485715128042,Gazetarii.RO,Gazetarii.RO,≤100
207255636351408,Dan Barna,Dan Barna,≤100
107659100749878,Idita Marius,Idita Marius,≤100
474481680018003,Bogdan Toader,PSD Prahova,≤100
104484254797326,Laura Vicol,Deputat Laura Vicol,≤100
101587722591263,Corneliu Muresan,Corneliu Muresan,≤100
109485238372885,Economistii.RO,Economistii.RO,≤100
100935048994575,Business Watch,Business watch,≤100
1122653111147741,Genesis Athens,Genesis Athens,≤100
799949990211564,Ioana Ramona Bruynseels,Ioana Ramona Bruynseels,≤100
163950740830769,Gaz De Romania,Gaz De Romania,≤100
1161590740517881,Tomis News,Tomis News,≤100
103720355096432,ProPublica.RO,ProPublica.RO,≤100
116634326439880,Mindcraft Stories,Mindcraft Stories,≤100
404109952964413,Fundatia Motivation Romania,Fundația Motivation România,≤100
344517529430253,Senatul Științific,Senatul Stiintific,≤100
105333232044835,Arome in bucate,These ads ran without a disclaimer,≤100
1024698440918384,Gheorghe Valentin Rotar - Primar,Gheorghe Valentin Rotar,≤100
122480165084642,Curierul Românesc,Curierul Românesc,≤100
303587760256126,Reacționarii,These ads ran without a disclaimer,≤100
106282087882731,Dinu Gheorghe,Dinu Nicolae Gheorghe,≤100
261202277284497,Theodor Paleologu,Ioana Prândurel,≤100
106210688186070,TemaZilei.RO,TemaZilei.RO,≤100
104369154745548,Diana Stoica,Diana Stoica,≤100
144614315599146,Ziarul de Investigații,Ziarul de Investigații,≤100
741115212683860,Astrolog Adrian Chelariu,Adrian Chelariu,≤100
101773278158392,Drobeta Turnu Severin - Știri,MINCULEASA CLAUDIU-NICOLAE,≤100
100730011789747,Minculeasa Claudiu,MINCULEASA CLAUDIU-NICOLAE,≤100
136440113400763,Bogdan Rodeanu,RODEANU BOGDAN-IONEL,≤100
103016298769665,Smaranda Nicoleta Lup,Smaranda Nicoleta Lup,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
109231571984405,Accelera,These ads ran without a disclaimer,≤100
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100
101653285444113,SK텔레콤 뉴스룸,These ads ran without a disclaimer,≤100
109469718758658,Torsten Heisler,These ads ran without a disclaimer,≤100
1115101068571401,ENGIE,These ads ran without a disclaimer,≤100
110037209020562,Wanderlust Travel Magazine,These ads ran without a disclaimer,≤100
