Page ID,Page name,Disclaimer,Amount spent (VEF)
564188034075673,Roberto Enriquez,an advertiser in Venezuela,750000
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,250000
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,250000
390356587683009,Dinorah Delgado,These ads ran without a disclaimer,54505
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,24776
203864836079,Study in the USA,These ads ran without a disclaimer,17500
259594367419772,Cámara Argentina de Seguridad,These ads ran without a disclaimer,2550
169521923766238,Cibelae,These ads ran without a disclaimer,1275
237254643739877,Sindy Escalona,These ads ran without a disclaimer,1209
107419297592072,Noticias_VCM,These ads ran without a disclaimer,907
2041949362701307,Carolina Avila Oporto,These ads ran without a disclaimer,907
102398462765536,lpgonzalezy,These ads ran without a disclaimer,604
861734543866515,Teresa Galeano Psicóloga,These ads ran without a disclaimer,346
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100
30954968553,Smithsonian’s National Museum of the American Indian,These ads ran without a disclaimer,≤100
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
1453114248315341,Hispanos Press,These ads ran without a disclaimer,≤100
160720010711227,Panel Rey,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
1387178681545505,Concejo Municipal de Junin,an advertiser in Venezuela,≤100
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,≤100
106046228171218,lic.lucilacomito_fertilidad,These ads ran without a disclaimer,≤100
227380361162581,Danny Bøy,These ads ran without a disclaimer,≤100
110814568562215,l.ameecrite,These ads ran without a disclaimer,≤100
105898939096628,Domani Media,These ads ran without a disclaimer,≤100
397155897689222,ATLAS CARGO,These ads ran without a disclaimer,≤100
