Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,75867
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,31818
110470091436602,Ici Beyrouth,Ici beyrouth,27409
1438703606372190,Elham Said Freiha,Elham Freiha,24242
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,21818
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,15288
1744356319118477,هنا لبنان,هنا لبنان,15152
102023711572671,أساس ميديا -  Asas Media,asasmedia,12515
101985661610385,Annahar Al Arabi,Ghiwa Cherfane,12121
106425851213086,L'Orient Today,L'Orient Today,9091
107698404702208,Alkalima,Alkalima Onlime,7576
137195823051820,Maharat Foundation,Maharat Foundation,7576
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,6061
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,5091
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,3030
394633411339696,fiftyfiftylb,FiftyFiftylb,3030
128417954019381,Al-Moltaka,Melhem Boustany,1515
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,1515
107800617419717,MYKA Foundation,Elie M. ElHelou,1515
106821968055687,Leila Dagher,Leila Dagher,667
345180182174204,قناة الميادين - Al Mayadeen Tv,These ads ran without a disclaimer,≤100
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
