Page ID,Page name,Disclaimer,Amount spent (BRL)
687008454694990,Randolfe Rodrigues,Randolfh Frederich Rodrigues Alves,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
198849783539777,Buscofem,Buscofem,≤100
247755312382579,Hildo,Ildo ဖ,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
333720355130,Petrobras,Petrobras,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
237861112973880,FRB - Fundação Republicana Brasileira,Fundação Republicana Brasileira,≤100
465235726843103,Ambev,Ambev,≤100
109770755848061,Suzano,Suzano SA,≤100
171169022896525,Guaraná Antarctica,Ambev,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
113165042099382,Brasil 61,Brasil 61,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
665498620499336,"O Novo Legislativo, por Renata Cunha",Instituto Renata Cunha,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
107809564197704,Cetur - Conselho Empresarial de Turismo da CNC,"CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
163893463708223,Marcelo Vitorino,IDP,≤100
258088921369,TOTVS,TOTVS,≤100
415041521941449,Brasil Notícias,Fabiana Meireles,≤100
267683643272117,Edmilson Rodrigues,Edmilson Brito Rodrigues,≤100
