Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,436440
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,103060
196599783696918,Efrain Alegre,Comunicá,69420
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,65076
110447625137045,Pilar Callizo,PautaPY,54399
944233442265114,Yiyo Denis,Yiyo Denis,31455
102502961896834,Carlos Torres Monzón Diputado,Carlos Torres Monzón Diputado,28923
532716330164048,Sole Núñez,Sole Núñez,28749
132554373464255,La Nación,Nación Media,22054
1310731702357133,GEN,GEN,18872
100490136261426,María Cristina Campuzano Senadora,María Cristina Campuzano Senadora,14461
241512319274531,Sixto Pereira,Sixto Pereira,10532
103067808746490,Omar Velázquez,Omar Velazquez,7966
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,7342
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,7231
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,7231
325540631525675,En La Tecla,En la Tecla,6603
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,5494
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,5371
113351910838827,Alma Cívica,Alma Cívica,5304
838018169889993,"Fernando ""Pato"" Ojeda",Fernando Ojeda,5176
355951288140749,Dip. Nac. Andrés Rojas Feris,Dip. Nac. Andrés Rojas Feris,5128
102266292553995,Sucia Política,Diego Ricardo Ramírez,4519
101031596152572,Abg. Emilio Tillería - Senador,Abg. Emilio Tillería - Senador,4505
102963512483270,PyElige,PY Elige,3722
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,3485
106257452820864,Tito Saguier,PautaPY,3439
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,3326
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,3223
102649292598442,Senador Hugo Richer,Senador Hugo Richer,2800
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,2723
532716330164048,Sole Núñez,PautaPY,2690
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,2625
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,2604
102917519228790,Bruno Defelippe,PautaPY,2565
125314197496488,Carlos Filizzola,Carlos Filizzola,2434
110467485123168,Cecilio Ferreira,These ads ran without a disclaimer,2369
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,2163
153958777947957,Paulo Reichardt,Paulo Reichardt,2119
1753251591598763,Dani Mujica,Dani Mujica,1872
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,1802
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,1766
517426394969535,Ricardo Canese,Ricardo Canese,1718
483666425147964,Richard Ramirez,Richard Ramirez,1649
101726857993140,Carlos Giménez  Senador,Carlos Giménez  Senador,1618
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,1202
111912341409356,Centinela del Norte,Centinela del Norte,882
105249395726210,Edgar Leite Resquin,Edgar Trinidad Leite Resquin,718
116874201329675,Jorge Galeano Senador 2023,Leticia Galeano Rodriguez,703
614795685343483,Belén Maldonado,Belén Maldonado,672
446986732060546,ROSA BELLA Cáceres,Antonio Villalba Caceres,551
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,512
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,485
101359268928132,Dr Juan Benitez,Juan Ramon Benitez Rios,452
107207193362783,FABIO BAZÁN,FABIO BAZÁN,418
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,404
118890043360348,Pedro Santa Cruz,Pedro Santa Cruz,398
104813164326510,Ko'ê Pyahu Ka'asapa,Emmanuel Pratt,351
107280817646184,Estefi Careaga,Estefanía Maria Careaga Cacace,330
105837975790261,Marlene González Villanueva,Marlene Elisabet Gonzalez Villanueva,296
1151984808290856,Hugo Portillo,Hugo Portillo,270
107558844100122,Pastor Filártiga,Pastor Filártiga,267
100899746165808,"Derlis Maidana ""Comando Itapúa""",Ana Beatriz Sosa De Kaczuruk,151
106739531725469,Roque Zinke - Política,These ads ran without a disclaimer,150
1365651890238610,Soberanía Paraguay,Prensa_Py,143
106558471428086,Diego Armando Prieto,Diego Armando Prieto,140
646939832039958,Hugo Ibarra - Diputado Nacional,Eladio Ortiz Gayoso,129
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,128
101589739286507,Óscar González Senador,Maria Alejandra Correa Miño,125
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,≤100
285454849768,PATRIA QUERIDA,Juan Gabriel Nuñez Caceres,≤100
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,≤100
103759862278474,Victor Miranda Py,Clicnovo,≤100
100566575581065,Ramón Montanía,Ramón Montania Fernandez,≤100
