Page ID,Page name,Disclaimer,Amount spent (NZD)
337477311451,New Zealand Labour Party,NZ Parliamentary Service on behalf of New Zealand Labour Party,≤100
116362033529,Amnesty International New Zealand,Amnesty International Aotearoa New Zealand,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,≤100
134871109877812,Save the Children New Zealand,Save the Children New Zealand,≤100
689146908145006,Free Speech Union,Free Speech Union,≤100
175954932952,WWF New Zealand,WWF New Zealand,≤100
165702023478421,Family First New Zealand,Family First New Zealand,≤100
183355881680015,New Zealand National Party,New Zealand National Party,≤100
164979016849070,Te Herenga Waka—Wellington Uni,Te Herenga Waka—Wellington Uni,≤100
107280565536193,Minerals West Coast,These ads ran without a disclaimer,≤100
154331724631584,David Seymour,the Parliamentary Service on behalf of ACT New Zealand,≤100
114731636915763,Simon Court MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
1846207688941551,Ministry for the Environment,Ministry for the Environment,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
109776239052795,QuitStrong,Te Hiringa Hauora,≤100
110974094005509,Nicole McKee MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
417859725433,SAFE,Save Animals From Exploitation Incorperated,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
110909661534199,The Common Room NZ,The Common Room NZ,≤100
137540437632,Forest & Bird,Forest & Bird,≤100
117930708298273,Hamilton City Council,Hamilton City Council,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
106234625226591,Today FM New Zealand,Today FM,≤100
1966234280281774,Brooke van Velden MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100
109439615316279,Just Say No,Just Say No,≤100
104411054853609,Mark Cameron - ACT List MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
206932501046,Habitat for Humanity New Zealand,Habitat for Humanity New Zealand,≤100
205639639594736,Socialist Equality Group - New Zealand,Thomas Julian Bogle Petterson,≤100
196967540964595,Mindful Money,Mindful Money,≤100
305655596286980,Paul Goldsmith,NZ Parliamentary Service on behalf of Paul Goldsmith MP,≤100
704246323260758,New Zealand Certified Builders Association,New Zealand Certified Builders Association,≤100
110077017479600,One Sun in the Sky,Ewen Frank Mcqueen,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
1736867023227681,Diverse Church NZ,Diverse Church NZ,≤100
309846686264586,Scott Watson Fact,Thomas John Watson,≤100
100281782873297,Aged Care Matters,Aged Care Matters,≤100
110019488564180,Tepoloy-US,These ads ran without a disclaimer,≤100
101432772170839,Playermaker,These ads ran without a disclaimer,≤100
