Page ID,Page name,Disclaimer,Amount spent (CHF)
100332749664541,Ja zum Klimaschutz-Gesetz,JA zum Klimaschutz,≤100
126289610761942,Grünliberale,Grünliberale,≤100
119186944514904,Unabhängige Schweiz - Unabhängige Energieversorgung,Klima Allianz,≤100
111572431777901,Simon Michel in den Nationalrat,Simon Michel in den Nationalrat,≤100
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,≤100
194790813901953,Grüne Schweiz,Grüne Schweiz,≤100
334655940216136,Nein zum Stromfresser-Gesetz,Nein zum Stromfresser-Gesetz,≤100
105023728023626,Forum Wirtschaftsstandort Schweiz,Swissholdings,≤100
349450293419,Schweizerische Energie-Stiftung SES,Schweizerische Energie-Stiftung SES,≤100
409421782468932,EVP Kanton Solothurn,EVP Schweiz,≤100
1483343695307824,Campax,Campax,≤100
100389251799156,Die Berner Arbeitgeber.,Der Berner Arbeitgeber.,≤100
147201418675114,Swissmem,Swissmem,≤100
100109808734387,Schweizer Wirtschaft für das Klimagesetz,Schweizer Wirtschaft für das Klimagesetzt,≤100
309380022477251,Casafair,Casafair,≤100
1524859774444235,Koalition für Konzernverantwortung,Koalition für Konzernverantwortung,≤100
36735923253,umverkehR,umverkehR,≤100
1199285680176885,izzy,Verein Klimaschutz Schweiz,≤100
1012263022170223,HotellerieSuisse,HotellerieSuisse,≤100
110533229026103,EVP / PEV,EVP Schweiz,≤100
106321615725425,Oui à la Loi climat,Oui à la loi climat,≤100
179829952053386,Vert'libéraux,Parti vert'libéral Suisse,≤100
8142847754,Jungfreisinnige Schweiz,Jungfreisinnige Schweiz,≤100
1886381148253031,Économie suisse pour la loi climat,Économie Suisse pour la loi climat,≤100
122482160824623,vvvote.ch,vvvote,≤100
179845512038427,swisscleantech,swisscleantech,≤100
48980326364,Public Eye,Public Eye,≤100
97220294896,SP Schweiz,SP Schweiz,≤100
921336971288655,Nagra,Nagra,≤100
375071409495559,Future 3 I de,Fondation Future 3.0,≤100
103915262545181,KMU geprüft,KMU geprüft,≤100
107793295629503,Tourismus für das Klimagesetz,Tourismuskomitee «JA zum Klimagesetz»,≤100
169510248558,Die Mitte - Le Centre,Die Mitte,≤100
1964006623854188,Christoph Zimmerli,Christoph Zimmerli,≤100
106964611977537,Switlo,Switlo,≤100
15733998334,FDP,FDP,≤100
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,≤100
251838211585945,SP Basel-Stadt,SP Basel-Stadt,≤100
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,≤100
102718129475079,Ambil Sandy,Sandy Iwan Ambil,≤100
162373287239957,SVP Schweiz,SVP Schweiz,≤100
102014399307738,Direkt,direkt,≤100
1220118614712552,Non à la loi sur le gaspillage de l'électricité,Non à la loi sur le gaspillage de l'électricité,≤100
128440447895402,Jeder Tag zählt e.V.,These ads ran without a disclaimer,≤100
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,≤100
489922187805696,Junge SVP Kanton Bern,Junge SVP Kanton Bern,≤100
100847496372968,Ja zur Ombudsstelle Aargau,"Co-Präsidium Abstimmungskomitee ""Ja zur Ombudstelle Aargau""",≤100
100257256973322,Stark+vernetzt,stark + vernetzt,≤100
21506277966,Acronis,These ads ran without a disclaimer,≤100
97721121385,Public Eye,Public Eye,≤100
259871484198551,Thomas Matter,Thomas Matter,≤100
1320679421302500,HabitatDurable,Casafair - HabitatDurable,≤100
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,≤100
202907189862969,Verdi Liberali,Parti vert'libéral Suisse,≤100
100844786282093,SÌ alla Legge clima,Sì alla legge clima,≤100
1131283210260777,Future 3,Fondation Future 3.0,≤100
510352742440847,Coalition pour des multinationales responsables,Coalition pour des multinationales responsables,≤100
132497703498525,Pro Velo Schweiz,Pro Velo Schweiz,≤100
218538701651843,Union suisse des arts et métiers usam,Schweizerischer Gewerbeverband sgv,≤100
291359247729208,PS Suisse,PS Suisse,≤100
107552952619935,WWF Schweiz,WWF Schweiz,≤100
789371434477510,GRÜNE Basel-Stadt,Grüne Basel-Stadt,≤100
2061184407484577,Grüne Amriswil,Grüne Amriswil,≤100
113821883316185,Faktischversichert,These ads ran without a disclaimer,≤100
18087904183,PLR,PLR,≤100
2366189653627118,Matthias Meier,These ads ran without a disclaimer,≤100
335129001940,Young European Swiss - yes,young european swiss,≤100
