Page ID,Page name,Disclaimer,Amount spent (CAD)
107385241806,Plan International Canada,Plan International Canada,≤100
157877769716452,Brendan Hanley,"Brendan Hanley, MP",≤100
281999881613,World Vision Canada,World Vision Canada,≤100
416169538729792,Mapping the Way,Government of Yukon Aboriginal Relations,≤100
118998722305796,Gouvernement du Yukon,Gouvernement du Yukon,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
195227957225519,Dairy Farmers of Canada,Dairy Farmers of Canada,≤100
923668587779818,Training Policy Committee,Training Policy Committee,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
353695508437982,Oceans North,Oceans North,≤100
312380892116930,Cuso International,Cuso International,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
6695079125,TD,TD Bank Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
109351050711893,IndigiNews,The Discourse,≤100
78368904729,SeedChange / Sème l’avenir,SeedChange / Sème l’avenir - USC Canada,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
1530293140634544,"No Options, No Choice","No Options, No Choice Project",≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
7787249430,Canadian Wildlife Federation / Fédération canadienne de la faune,Canadian Wildlife Federation,≤100
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,≤100
35715544220,Stand.earth,Stand.earth,≤100
568938803293644,True North,True North,≤100
1671097993122619,Children Believe,Children Believe,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
116486331729420,350 Canada,350 Canada,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
111231197686977,The Breach,The Breach,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
176256900912,Saskatchewan Party,The Saskatchewan Party,≤100
541315122557352,CODE NGO,CODE NGO,≤100
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,≤100
148506965209288,Operation Eyesight Universal,Operation Eyesight,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
985797494956599,The News Forum,The News Forum,≤100
138139866215606,Veterinarians without Borders,Veterinarians Without Borders / Vétérinaires Sans Frontières – Canada (VWB/VSF),≤100
101263555813789,NorthernBeat News,Northbeat News,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
101521614692017,Ditch Plastic Packaging,Hartmann North America,≤100
250592478295316,C2C Journal,C2C Journal,≤100
127880943927960,Médecins du Monde Canada,Médecins du Monde Canada,≤100
49507049030,Food Network Canada,Corus Entertainment Inc.,≤100
105020357850802,Pivot,Pivot,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
172923782752077,Tree Canada / Arbres Canada,Tree Canada / Arbres Canada,≤100
140346279326601,Canadian Constitution Foundation,Canadian Constitution Foundation,≤100
168973503131279,Mission Old Brewery,Mission Old Brewery,≤100
149359161748927,Inuit Tapiriit Kanatami,Inuit Tapiriit Kanatami,≤100
162056987140787,3M,3M,≤100
259282224084288,The Munk Debates,Munk Debates,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
109156225292259,Elect Her Northwest BC,These ads ran without a disclaimer,≤100
290783084327279,Mothers Matter Centre,Mothers Matter Centre,≤100
367741550541271,Doug Shipley,"Doug Shipley, MP",≤100
151918001547271,California Wines,California Wines Canada,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
105754167560390,Sumofus Canada,SumOfUs,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
259187344111223,Coastal First Nations,Coastal First Nations,≤100
98963682935,Canadian Feed The Children,Canadian Feed The Children,≤100
1662424300678700,Montreal Economic Institute,Montreal Economic Institute,≤100
100217724927028,Murchison Minerals,SKY ALPHABET SOCIAL MEDIA INC.,≤100
102586125587511,Canadian Trucking Alliance,Canadian Trucking Alliance,≤100
215304981972670,The Ocean Legacy Foundation,The Ocean Legacy Foundation,≤100
107995007457949,Edmonton Zone Medical Staff Association,Edmonton Zone Medical Association,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
144739965614660,CIJA,CIJA,≤100
121099651233937,RAVEN,RAVEN Trust,≤100
37523552825,One Drop,One Drop,≤100
777481999018344,Jenny Kwan,"Jenny Kwan, MP",≤100
151415004877917,Institut économique de Montréal,Institut économique de Montréal,≤100
869127933125944,Indigenous Link,Karri Ellen Tougas,≤100
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100
102136459052072,ICI Grand Nord,Radio-Canada,≤100
464371377713541,We Are Planet Hope,We Are Planet Hope Inc,≤100
134455149912301,Seva Canada,Seva Canada,≤100
101588379454158,VW Conservatives,Vaughan-Woodbridge Electoral District Association,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
214839395204315,Centre canadien de protection de l'enfance,Canadian Centre for Child Protection,≤100
209259539511350,Sors de ta bulle,Sors de ta bulle,≤100
83867983174,United Nurses of Alberta,United Nurses of Alberta,≤100
191240938428019,Le Devoir BIS,Le Devoir,≤100
176192086330853,Elizabeth Smith-McCrossin,ELIZABETH ANNE SMITH-MCCROSSIN,≤100
49530722523,Ecojustice,Ecojustice,≤100
690607990969750,SAF International,SAF International,≤100
218916525819,Canadian Association of Physicians for the Environment (CAPE),Canadian Association of Physicians for the Environment,≤100
103047522107786,Pacific Prosperity Network,Pacific Prosperity Network,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
136350861428,Sierra Club BC,Sierra Club BC,≤100
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100
104975997675751,Toques From The Heart,Toques From The Heart,≤100
100662242384814,"Hugo Gendreau, conseiller municipal",Hugo Gendreau,≤100
7996548092,University of Victoria,University of Victoria,≤100
99737429800,The 519,The 519,≤100
464365136916065,Unpublished.ca,Unpublished Media Inc.,≤100
112618128081720,trygve.the.truth,These ads ran without a disclaimer,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
