Page ID,Page name,Disclaimer,Amount spent (BAM)
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,105
113041725065224,Pravna sigurnost je zakon / Правна сигурност је закон,OHR,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
1473660889517303,Irfan Čengić,Irfan Čengić,≤100
102667249419191,GenChange,GenChange,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Dr Vlado Đajić - Др Владо Ђајић,≤100
274138756817,Architonic,These ads ran without a disclaimer,≤100
197596636939679,tacno.net,Tacno.net,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
109652028193268,Revizije info,Revizije info,≤100
101520789449070,Zaštitimo izvore Mandeka,Zaštitimo izvore Mandeka,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
147315858633088,Istinomjer,Istinomjer,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
105767481295394,Ahmed Kosovac,Ahmed Kosovac,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
2430163100537312,Spin Info,Spin Media,≤100
176483769835204,Narod i Pravda Stari Grad,Narod i Pravda Stari Grad,≤100
717865981730224,Belmin Zukan,Belmin Zukan,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
657947331038785,Toni Vukadin,Toni Vukadin,≤100
108245332026417,NGG Poriče Bugojno,NGG Poriče Bugojno,≤100
119837294375220,Armin Hebib,Armin Hebib,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100
108245332026417,NGG Poriče Bugojno,These ads ran without a disclaimer,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
108921235325237,ZOOOM TV Doboj,These ads ran without a disclaimer,≤100
129186373785274,Plazma Sportske igre mladih,These ads ran without a disclaimer,≤100
294088307352,Direkt Portal,"Udruženje građana ""Druga priča"" - Direkt portal",≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
138457552871898,Live Aqua Beach Resort Cancun,These ads ran without a disclaimer,≤100
102953441994382,Your Ruling Planet - Lifestyle,These ads ran without a disclaimer,≤100
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100
376317369783170,Afro Nation,These ads ran without a disclaimer,≤100
