Page ID,Page name,Disclaimer,Amount spent (DKK)
65929129383,Røde Kors,Røde Kors,4603
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1764
125934997444897,SuperBrugsen,Coop,1179
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1158
122577072476986,Amalo,Amalo,1131
1427831394175028,Mælken.dk,Mælken.dk,985
26458152911,SOS Børnebyerne,SOS Børnebyerne,914
72672361910,Børns Vilkår,Børns Vilkår,639
90497015205,Kvickly,Coop,635
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,610
67571270393,Red Barnet,Red Barnet,548
12860228293,Politiken,Politiken,519
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,516
59143726810,Psykiatrifonden,Psykiatrifonden,501
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,371
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,370
399210657232918,PlanBørnefonden,PlanBørnefonden,322
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,293
114195323371432,Handicap og job,Styrelsen for Arbejdsmarked og Rekruttering,254
748887235210811,Obton Forvaltning A/S,Obton A/S,249
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,238
105511328705392,HØRT,Børns Vilkår,237
250994288337708,Sex og Samfund,Sex og Samfund,213
106468772046278,Project Greensand,Project Greensand,209
107976064975368,Drivkraft Danmark,Drivkraft Danmark,208
1688214178159008,BARONS,BARONS,201
12787473132,Berlingske,Berlingske,200
867877683280051,Weekendavisen,Weekendavisen,185
167891603415958,Lederne,Lederne,182
287306323369,Børnecancerfonden,Børnecancerfonden,174
178362315106,European Parliament,European Parliament,171
1643818125897989,Fonden Novavi,Fonden Novavi,158
55365680705,Greenpeace Danmark,Greenpeace Danmark,155
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,152
132755243459426,I love øko,Økologisk Landsforening,147
111095867334448,Rent Hav,Rent Øresund,145
126543540781090,Ældre Sagen,Ældre Sagen,145
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,141
304554445813,Videncentret Bolius,Videncentret Bolius,136
144098125661833,Nordea Invest,Nordea Invest,129
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,129
121570596369,CARE Danmark,CARE i Danmark,126
154415494575789,IDA,IDA,124
167887506877,AIDS-Fondet,AIDS-Fondet,101
116269191760882,DSB,DSB,≤100
