Page ID,Page name,Disclaimer,Amount spent (BOB)
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,594
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,145
109201057318552,JCSV,Fernando Omar Rosales Perez,120
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
103466912684381,Reforma Judicial SCZ,JMS.COM.BO,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
110555990500784,Ingvar Ellefsen - Diputado,Ingvar Ellefsen,≤100
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
105653850798015,Marcelo Pedrazas,Erick Marcelo Pedrazas Lopez,≤100
101050286178476,Enrique Tejerina Periodista,These ads ran without a disclaimer,≤100
102189257909600,Mariela Baldivieso,Mariela Baldivieso,≤100
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,≤100
109629923719970,Nely Gallo senadora por Tarija,Mayortec,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
102588972225888,Lucia Aparicio,These ads ran without a disclaimer,≤100
