Page ID,Page name,Disclaimer,Amount spent (BOB)
101014104885737,Juan Carlos Medrano,Daniel Choque Mamani,≤100
128123870725,Samuel Doria Medina,Samuel Doria Medina,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
565643756889694,Viceministerio de Deportes del Estado Plurinacional de Bolivia,Juan Quiroga,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
1434475783438153,Magical,These ads ran without a disclaimer,≤100
107996315091233,月旦港事,These ads ran without a disclaimer,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
