Page ID,Page name,Disclaimer,Amount spent (CZK)
2214398435317853,CNN Prima NEWS,FTV Prima,838
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,563
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,384
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,218
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,199
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",194
251656685576,KDU-ČSL,KDU-ČSL,148
103059308644099,Replastuj.cz,Replastuj.cz,130
210778132327279,Prima,Prima,128
2257150737847680,Advokátní kancelář PETRÁŠ REZEK,Advokátní kancelář Petráš Rezek s.r.o.,≤100
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,≤100
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100
495496033796328,Stanislav Blaha,Stanislav Blaha,≤100
123858471641,iROZHLAS.cz,Český rozhlas,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,≤100
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
43855944703,Svobodní,Svobodní,≤100
178362315106,European Parliament,European Parliament,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100
104590425802557,Новости Дня,These ads ran without a disclaimer,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
164815317047040,Jan Bureš,Jan Bureš,≤100
1469427909957890,Reportér magazín,Reportér magazín,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
137778619615350,Voyo.cz,TV Nova s. r. o.,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
100201752249169,Spolu21,Občanská demokratická strana,≤100
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,These ads ran without a disclaimer,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
378827025796132,Peak.cz,Peak.cz,≤100
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
296826220595,SAZKA,These ads ran without a disclaimer,≤100
113743658978459,Meltingpot,Meltingpot,≤100
90002267161,TOP 09,TOP 09,≤100
220953819920676,Ministr Zdraví,Ministr Zdraví Z.U.,≤100
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,≤100
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100
58864692622,Český rozhlas Vltava,Český rozhlas,≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
176688316811,Vodafone CZ,These ads ran without a disclaimer,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
728130870635201,Mirai,These ads ran without a disclaimer,≤100
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
194467420912201,Já volím děti,Já volím děti,≤100
