Page ID,Page name,Disclaimer,Amount spent (BRL)
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,736
165500080198037,Direitos Humanos e Cidadania,"Ministério da Mulher, da Família e dos Direitos Humanos",407
301774903545521,Brasil Paralelo,Brasil Paralelo,170
119696264752534,Ibmec,These ads ran without a disclaimer,147
118558464851986,ACTbr,ACTbr,141
151189004972368,Panasonic Brasil,Panasonic Brasil,134
223979774416282,Jaqueline Silva,Jaqueline Silva,126
109226467222782,Brasil Sem Medo,Brasil Sem Medo,122
1385505868350890,Izalci Lucas,Izalci Lucas,109
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,107
255804437808407,Vale,Vale,105
105319388868597,Kristena,These ads ran without a disclaimer,105
481960978885807,Paula Belmonte,PAULA MORENO PARO BELMONTE,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
209716942411045,Governo do Distrito Federal - GDF,Governo do Distrito Federal - GDF,≤100
239451279837280,Daniel Donizet,DANIEL XAVIER DONIZET,≤100
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,≤100
383181115134052,Joaquim Roriz Neto,Joaquim Roriz Neto,≤100
465235726843103,Ambev,Ambev,≤100
100799666226224,CCBS Clínica Cardiológica,CCBS Clínica Cardiológica,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
165500080198037,Direitos Humanos e Cidadania,These ads ran without a disclaimer,≤100
1398678103554608,Segati Advogados,Segati Advogados,≤100
560965460684774,MID - movimento internacional de Dança,These ads ran without a disclaimer,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
102046893217762,Escola de Negócios e Seguros,Escola de Negócios e Seguros,≤100
109272165397476,Gerson Aragao,Scirejus Aplicativos Jurídicos LTDA,≤100
100616882690814,Evandro Pereira Advogados e Associados,Jose Evandro Pereira Da Silva,≤100
104501119304723,Eleja-se,Luiz Carlos De Souza,≤100
104088705327627,Destaques Digitais,Talquimy Comunicação LTDA,≤100
113400255057275,Impostossauro,CONFEDERAÇÃO NACIONAL DE DIRIGENTES LOJISTAS,≤100
198849783539777,Buscofem,Buscofem,≤100
204471080068623,Estratégia Saúde,Estratégia Concursos,≤100
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,≤100
239756803177345,Fred Linhares,Fred Linhares,≤100
1503821816308249,Thiago Manzoni,Thiago Manzoni,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
112835483902881,Desinstitute,Instituto Desinstitute,≤100
111130822268479,IDP,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa IDP - LTDA",≤100
101189854802059,Revista Oeste,These ads ran without a disclaimer,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
333720355130,Petrobras,Petrobras,≤100
1139959222711238,Special Squad Traders,Special Squad Traders S/A,≤100
384132538355798,Folha Águas Lindas,Wesley Bruno Alves Da Silva,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
258088921369,TOTVS,TOTVS,≤100
106146007811150,institutoibest,These ads ran without a disclaimer,≤100
257250264610736,Be8,Be8,≤100
100429111698632,Vou de Túnel,In Press Oficina,≤100
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,≤100
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,≤100
110700731986632,José Eduardo Advocacia Criminal,Jose Eduardo Goncalves Do Nascimento,≤100
106936955681753,Exposição NHE'E SE,These ads ran without a disclaimer,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
667935973303791,Joseleide Lázaro,Joseleide Lázaro,≤100
