Page ID,Page name,Disclaimer,Amount spent (CAD)
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,5581
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,3131
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1070
105833301076507,CUPE Local 38,CUPE Local 38,634
115835521825983,UNHCR Canada,UNHCR Canada,493
113297740077607,Canadian Energy Centre,Canadian Energy Centre,473
184257548280251,Alberta's NDP,Alberta's NDP,399
109045051805492,Made The Canadian Way,Canadian Energy Centre,281
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,251
103290118198670,Alberta Women's Health Foundation,Alberta Women's Health Foundation,228
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,205
261752512263,Canadian Red Cross,Canadian Red Cross,183
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,142
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,141
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,137
6319213302,Heart & Stroke,Heart & Stroke,136
168617319831578,Nature Canada,Nature Canada,111
117109432079,CAMH Foundation,CAMH Foundation,103
1097840090260804,National Police Federation,National Police Federation,102
590117937780756,Oil Sands Action,Canada Action,≤100
24235835555,Kids Help Phone,Kids Help Phone,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
163336718421,PSAC - AFPC,PSAC - AFPC,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
104386908631938,Pathways Alliance,Pathways Alliance,≤100
105884058088671,Keep Alberta RCMP,National Police Federation,≤100
394745970602999,The Council of Canadians,The Council of Canadians,≤100
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,≤100
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
103947395932025,mstrishaaa,Trish Tsui Ting Ting Yeung,≤100
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
633812813408377,Elections Canada,Elections Canada,≤100
104128641336287,Indigenous Resource Network,Indigenous Resource Network,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
243435756499271,Dan Mazier,"Dan Mazier, MP",≤100
110676918090127,Kayande For Calgary Elbow NDP,Samir Kayande,≤100
129706287121817,Shannon Phillips,Shannon Phillips,≤100
568938803293644,True North,True North,≤100
405377872902754,Canada Action,Canada Action,≤100
659207274119133,Banff-Kananaskis Alberta NDP Constituency Association,Banff Kananaskis NDP,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
179488658767581,ICI Alberta,Radio-Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
733760243364235,Canada Mortgage and Housing Corporation (CMHC),These ads ran without a disclaimer,≤100
123279994379030,Participaction,ParticipACTION,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
528887520528857,Randy Boissonnault,Randy Boissonnault,≤100
323357211657180,Matt Jones,Matthew Jones,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
465152633548835,Generation Squeeze,Generation Squeeze,≤100
630230954127159,Business Council of Alberta,Business Council of Alberta,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
1590219921201770,Élections Canada,Élections Canada,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
254245404682417,C.D. Howe Institute,C.D. Howe Institute,≤100
25128859552,The Canadian Encyclopedia,Historica Canada,≤100
202220023130891,Bell Canada,Bell Canada,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
265054970178984,City of St. Albert,City of St. Albert,≤100
572892516092329,"Yvan Baker, MP",Yvan Baker,≤100
652812671407912,Selam Debs,Selam Debs,≤100
8333961820,University of Calgary,University of Calgary,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
207054872801742,Demetrios Nicolaides,Demetrios Nicolaides,≤100
728747700517089,Michael Barrett,Michael Barrett,≤100
169042736456594,All Out,ConnectAd,≤100
321351607970406,The Narwhal,The Narwhal,≤100
597902120327040,"Martin Shields, MP","House of Commons, Office of Martin Shields MP",≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,≤100
73707923189,Bissell Centre,Bissell Centre,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
118026037852167,Jason Heistad NDP Innisfail/Sylvan Candidate,Innisfail-Sylvan Lake NDP Constituency Association,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
229210687246118,Michael Cooper,Michael Cooper,≤100
112455061727494,Wyatt Claypool - Calgary-Signal Hill,Wyatt Jackson Claypool,≤100
985797494956599,The News Forum,The News Forum,≤100
104321259649840,CATIE,CATIE,≤100
