Page ID,Page name,Disclaimer,Amount spent (USD)
112593961433643,Cass County Solar,"NEXTERA ENERGY RESOURCES, LLC",366
104394262049761,Jeremy's Razors,The Daily Wire,304
122432537796726,Pharmaceutical Care Management Association (PCMA),PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,210
1435071773455316,Daily Wire,The Daily Wire,149
85452072376,NEWSMAX,"NEWSMAX MEDIA, INC.",148
360251597727399,Millard Citizens for Continued Excellence,Millard Citizens for Continued Excellence,121
107724012054774,Suzanne Geist for Mayor,Suzanne Geist For Mayor,≤100
21090771700,Gun Owners of America,Gun Owners of America,≤100
385473284886474,Hillsdale College,Hillsdale College,≤100
127225910653607,PragerU,PragerU,≤100
105602448992482,Stan for Lincoln,Stan for Lincoln,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
115415064388243,Brett Cooper,The Daily Wire,≤100
47710973068,Voices for Cooperative Power,Voices for Cooperative Power,≤100
156514087702491,Lancôme,L OREAL USA,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
244929708853349,Spotify,Spotify USA Inc.,≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,≤100
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",≤100
80562389320,NARAL Pro-Choice America,NARAL PRO-CHOICE AMERICA CORP,≤100
87186661244,Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,≤100
95483488591,Democratic Party of Wisconsin,DEMOCRATIC PARTY OF WISCONSIN,≤100
100184235633007,Summit Carbon Solutions,"Summit Carbon Solutions, LLC",≤100
6514736316,Walden University,Walden University,≤100
121268821249550,World Central Kitchen,World Central Kitchen,≤100
7030901126,Campaign for Tobacco-Free Kids,Campaign for Tobacco-Free Kids,≤100
570092813023833,Matt Walsh,The Daily Wire,≤100
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
8321461609,MomsRising.org,MomsRising Together,≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",≤100
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,≤100
40217893542,AIPAC,AIPAC,≤100
49651563727,Live Action,Live Action,≤100
689547608156721,The Burial Solution,The Burial Solution,≤100
104253615152700,America First Legal,America First Legal Foundation,≤100
140357056032320,NEA Today,National Education Association,≤100
7341997111,Conservation International,Conservation International,≤100
1958912674200535,The Pour Over,Pour Over,≤100
897994503631860,HealthInsurance.net,ASSURANCE IQ INC,≤100
143098862382695,Omaha Community Foundation,"OMAHA COMMUNITY FOUNDATION, THE",≤100
76470053424,TIAA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
166618413413767,Jay Sekulow,American Center for Law and Justice,≤100
107757295911734,Civic Nebraska,Civic Nebraska,≤100
104295601633638,American Cornerstone Institute,American Cornerstone Institute Inc,≤100
431891506856669,Dove,Unilever,≤100
542678889114683,The Coca-Cola Company,The Coca-Cola Company,≤100
428821014132730,Katie Porter,KATIE PORTER FOR SENATE,≤100
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,≤100
102960695956522,Amazing Patriots,Amazing Patriots,≤100
85054374416,Nebraska Appleseed,NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST,≤100
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,≤100
109092142462587,Adam Schiff,SCHIFF FOR SENATE,≤100
19554217292,American Heart Association: You're the Cure,American Heart Association,≤100
209516845093,NRDC Action Fund,NRDC Action Fund,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
115379705206001,U.S. Department of Homeland Security Blue Campaign,U.S Department of Homeland Security Blue Campaign,≤100
108547455113940,Our America,Our America,≤100
1832744013698336,Mahogany Mommies,Mahogany Mommies,≤100
120778038066631,EveryLibrary,EveryLibrary,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
240937060405,Center for Science in the Public Interest (CSPI),Center for Science in the Public Interest,≤100
145917588805718,Dr Jordan B Peterson,The Daily Wire,≤100
106568024842114,Rideshare Assault Support,Citizen Ad Network LLC,≤100
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",≤100
408526523045391,Mammoth Nation,Mammoth Nation,≤100
104977525752112,Freedom of Patriots,Freedom of Patriots,≤100
103807629149771,Working Forests Initiative,"WORKING FOREST INITIATIVE, INC.",≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
100711852963449,Team Vivek,VIVEK 2024,≤100
12375354406,USO,United Service Organizations,≤100
203197030603239,8 Billion Trees,8 Billion Trees LLC,≤100
112595868785289,Nebraska Soybean Board,Nebraska Soybean Board,≤100
83290028957,Care Net,CARE NET,≤100
1476342155924546,Big Rig Threads,Big Rig T-Shirts and Decals LLC,≤100
167586229923327,World Food Program USA,World Food Program USA,≤100
30139072158,CARE,CARE,≤100
114710126648118,Republican Dogs,Republican Dogs,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
103496691094956,Freespoke,"FREEDOM FRIES, LLC",≤100
745304825534862,Steve Scalise,Team Scalise,≤100
110442961603215,Yikes Today,Tomer Barazani,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
101105282464227,Sherwin-Williams Careers,These ads ran without a disclaimer,≤100
104491841664875,Break Free,"Country First Action, Inc.",≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
199504650087085,United,"UNITED AIRLINES, INC.",≤100
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America’s Health Care,≤100
100328619530085,Bishop Gold Group,Bishop Gold Group LLC,≤100
372577693078008,"Saenz-Garcia Law, PLLC","Saenz-Garcia Law, PLLC",≤100
376776419037747,Turning Point USA,"Turning Point USA, Inc.",≤100
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",≤100
2245766435469741,Beersy,Beersy LLC,≤100
103375628943529,Adam Frisch,Adam for Colorado,≤100
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,≤100
314499212242,Pfizer,Pfizer Inc.,≤100
